INSERT INTO locationTypeSales VALUES('FDA15', 'OUT049', 'Tier 1', 3735.138);
INSERT INTO locationTypeSales VALUES('FDV13', 'OUT027', 'Tier 3', 3251.7672);
INSERT INTO locationTypeSales VALUES('FDV20', 'OUT019', 'Tier 1', 254.3356);
INSERT INTO locationTypeSales VALUES('NCQ54', 'OUT035', 'Tier 2', 5895.659);
INSERT INTO locationTypeSales VALUES('FDO23', 'OUT018', 'Tier 3', 1134.5232);
INSERT INTO locationTypeSales VALUES('DRE60', 'OUT045', 'Tier 2', 7696.648);
INSERT INTO locationTypeSales VALUES('DRP47', 'OUT017', 'Tier 2', 2775.7202);
INSERT INTO locationTypeSales VALUES('FDB21', 'OUT045', 'Tier 2', 5317.0788);
INSERT INTO locationTypeSales VALUES('FDR04', 'OUT018', 'Tier 3', 874.8612);
INSERT INTO locationTypeSales VALUES('FDX23', 'OUT046', 'Tier 1', 1039.9796);
INSERT INTO locationTypeSales VALUES('FDX19', 'OUT035', 'Tier 2', 3038.0454);
INSERT INTO locationTypeSales VALUES('FDD40', 'OUT035', 'Tier 2', 3848.324);
INSERT INTO locationTypeSales VALUES('FDA01', 'OUT046', 'Tier 1', 527.3136);
INSERT INTO locationTypeSales VALUES('FDS33', 'OUT046', 'Tier 1', 2390.8878);
INSERT INTO locationTypeSales VALUES('FDM50', 'OUT027', 'Tier 3', 1677.816);
INSERT INTO locationTypeSales VALUES('FDB29', 'OUT013', 'Tier 3', 801.6232);
INSERT INTO locationTypeSales VALUES('FDF46', 'OUT045', 'Tier 2', 1267.0174);
INSERT INTO locationTypeSales VALUES('FDA33', 'OUT045', 'Tier 2', 886.8456);
INSERT INTO locationTypeSales VALUES('FDC08', 'OUT010', 'Tier 3', 452.744);
INSERT INTO locationTypeSales VALUES('FDB53', 'OUT045', 'Tier 2', 3877.6192);
INSERT INTO locationTypeSales VALUES('FDY31', 'OUT027', 'Tier 3', 4414.254);
INSERT INTO locationTypeSales VALUES('DRQ35', 'OUT027', 'Tier 3', 5448.9072);
INSERT INTO locationTypeSales VALUES('FDX36', 'OUT049', 'Tier 1', 4950.8888);
INSERT INTO locationTypeSales VALUES('DRD13', 'OUT017', 'Tier 2', 958.752);
INSERT INTO locationTypeSales VALUES('FDC52', 'OUT017', 'Tier 2', 1956.1204);
INSERT INTO locationTypeSales VALUES('FDB45', 'OUT049', 'Tier 1', 2404.2038);
INSERT INTO locationTypeSales VALUES('NCK19', 'OUT010', 'Tier 3', 387.4956);
INSERT INTO locationTypeSales VALUES('FDV51', 'OUT013', 'Tier 3', 994.7052);
INSERT INTO locationTypeSales VALUES('FDZ35', 'OUT045', 'Tier 2', 1754.383);
INSERT INTO locationTypeSales VALUES('NCW17', 'OUT027', 'Tier 3', 3340.9844);
INSERT INTO locationTypeSales VALUES('FDV59', 'OUT045', 'Tier 2', 3918.8988);
INSERT INTO locationTypeSales VALUES('DRH39', 'OUT013', 'Tier 3', 306.268);
INSERT INTO locationTypeSales VALUES('FDN60', 'OUT027', 'Tier 3', 4278.4308);
INSERT INTO locationTypeSales VALUES('FDU55', 'OUT045', 'Tier 2', 4425.5726);
INSERT INTO locationTypeSales VALUES('FDN58', 'OUT027', 'Tier 3', 9267.936);
INSERT INTO locationTypeSales VALUES('FDC41', 'OUT019', 'Tier 1', 229.701);
INSERT INTO locationTypeSales VALUES('FDO01', 'OUT027', 'Tier 3', 2055.9904);
INSERT INTO locationTypeSales VALUES('NCO43', 'OUT046', 'Tier 1', 3339.6528);
INSERT INTO locationTypeSales VALUES('FDQ07', 'OUT045', 'Tier 2', 6410.3224);
INSERT INTO locationTypeSales VALUES('FDF28', 'OUT017', 'Tier 2', 1992.0736);
INSERT INTO locationTypeSales VALUES('FDM01', 'OUT017', 'Tier 2', 2870.9296);
INSERT INTO locationTypeSales VALUES('FDY49', 'OUT027', 'Tier 3', 2807.0128);
INSERT INTO locationTypeSales VALUES('FDR24', 'OUT013', 'Tier 3', 539.298);
INSERT INTO locationTypeSales VALUES('NCY18', 'OUT013', 'Tier 3', 4377.635);
INSERT INTO locationTypeSales VALUES('NCY30', 'OUT045', 'Tier 2', 2716.464);
INSERT INTO locationTypeSales VALUES('FDJ22', 'OUT019', 'Tier 1', 383.5008);
INSERT INTO locationTypeSales VALUES('DRI37', 'OUT049', 'Tier 1', 703.0848);
INSERT INTO locationTypeSales VALUES('FDL27', 'OUT049', 'Tier 1', 1937.478);
INSERT INTO locationTypeSales VALUES('NCO30', 'OUT049', 'Tier 1', 3307.6944);
INSERT INTO locationTypeSales VALUES('NCB07', 'OUT049', 'Tier 1', 3142.576);
INSERT INTO locationTypeSales VALUES('FDX25', 'OUT018', 'Tier 3', 2554.0088);
INSERT INTO locationTypeSales VALUES('FDP59', 'OUT018', 'Tier 3', 1869.5664);
INSERT INTO locationTypeSales VALUES('FDR59', 'OUT045', 'Tier 2', 5494.8474);
INSERT INTO locationTypeSales VALUES('FDT27', 'OUT013', 'Tier 3', 6093.4016);
INSERT INTO locationTypeSales VALUES('DRI01', 'OUT046', 'Tier 1', 2586.633);
INSERT INTO locationTypeSales VALUES('FDU09', 'OUT049', 'Tier 1', 1255.6988);
INSERT INTO locationTypeSales VALUES('FDH26', 'OUT046', 'Tier 1', 4093.3384);
INSERT INTO locationTypeSales VALUES('FDH27', 'OUT046', 'Tier 1', 3163.8816);
INSERT INTO locationTypeSales VALUES('FDN39', 'OUT027', 'Tier 3', 5033.448);
INSERT INTO locationTypeSales VALUES('FDH40', 'OUT046', 'Tier 1', 1137.1864);
INSERT INTO locationTypeSales VALUES('FDJ56', 'OUT027', 'Tier 3', 2696.49);
INSERT INTO locationTypeSales VALUES('DRN47', 'OUT018', 'Tier 3', 898.83);
INSERT INTO locationTypeSales VALUES('NCO17', 'OUT046', 'Tier 1', 2756.412);
INSERT INTO locationTypeSales VALUES('FDX60', 'OUT045', 'Tier 2', 878.856);
INSERT INTO locationTypeSales VALUES('FDT22', 'OUT049', 'Tier 1', 659.142);
INSERT INTO locationTypeSales VALUES('FDX26', 'OUT019', 'Tier 1', 182.4292);
INSERT INTO locationTypeSales VALUES('FDG45', 'OUT013', 'Tier 3', 3610.6334);
INSERT INTO locationTypeSales VALUES('FDD44', 'OUT035', 'Tier 2', 5153.292);
INSERT INTO locationTypeSales VALUES('FDS15', 'OUT017', 'Tier 2', 2588.6304);
INSERT INTO locationTypeSales VALUES('FDL51', 'OUT018', 'Tier 3', 1286.3256);
INSERT INTO locationTypeSales VALUES('FDL32', 'OUT017', 'Tier 2', 1230.3984);
INSERT INTO locationTypeSales VALUES('FDZ07', 'OUT027', 'Tier 3', 1733.7432);
INSERT INTO locationTypeSales VALUES('NCW53', 'OUT019', 'Tier 1', 384.8324);
INSERT INTO locationTypeSales VALUES('NCA54', 'OUT045', 'Tier 2', 3969.4996);
INSERT INTO locationTypeSales VALUES('FDX09', 'OUT035', 'Tier 2', 7763.228);
INSERT INTO locationTypeSales VALUES('FDO51', 'OUT013', 'Tier 3', 809.6128);
INSERT INTO locationTypeSales VALUES('FDW49', 'OUT018', 'Tier 3', 1253.7014);
INSERT INTO locationTypeSales VALUES('FDB27', 'OUT046', 'Tier 1', 5715.2272);
INSERT INTO locationTypeSales VALUES('FDF45', 'OUT013', 'Tier 3', 1464.76);
INSERT INTO locationTypeSales VALUES('FDV02', 'OUT013', 'Tier 3', 3251.1014);
INSERT INTO locationTypeSales VALUES('FDY28', 'OUT035', 'Tier 2', 4274.436);
INSERT INTO locationTypeSales VALUES('FDX31', 'OUT027', 'Tier 3', 5375.0034);
INSERT INTO locationTypeSales VALUES('FDR43', 'OUT027', 'Tier 3', 1318.284);
INSERT INTO locationTypeSales VALUES('FDP51', 'OUT018', 'Tier 3', 2251.7356);
INSERT INTO locationTypeSales VALUES('FDL52', 'OUT017', 'Tier 2', 1176.4686);
INSERT INTO locationTypeSales VALUES('FDR44', 'OUT046', 'Tier 1', 3523.4136);
INSERT INTO locationTypeSales VALUES('FDB34', 'OUT035', 'Tier 2', 610.5386);
INSERT INTO locationTypeSales VALUES('FDC50', 'OUT035', 'Tier 2', 1237.7222);
INSERT INTO locationTypeSales VALUES('FDT57', 'OUT010', 'Tier 3', 474.0496);
INSERT INTO locationTypeSales VALUES('FDP22', 'OUT027', 'Tier 3', 717.7324);
INSERT INTO locationTypeSales VALUES('DRE49', 'OUT046', 'Tier 1', 2580.6408);
INSERT INTO locationTypeSales VALUES('FDM40', 'OUT046', 'Tier 1', 2552.6772);
INSERT INTO locationTypeSales VALUES('FDY32', 'OUT045', 'Tier 2', 3914.904);
INSERT INTO locationTypeSales VALUES('FDW07', 'OUT046', 'Tier 1', 796.9626);
INSERT INTO locationTypeSales VALUES('FDU02', 'OUT019', 'Tier 1', 916.1408);
INSERT INTO locationTypeSales VALUES('NCF18', 'OUT045', 'Tier 2', 3259.7568);
INSERT INTO locationTypeSales VALUES('FDQ56', 'OUT049', 'Tier 1', 1677.816);
INSERT INTO locationTypeSales VALUES('FDN58', 'OUT049', 'Tier 1', 3707.1744);
INSERT INTO locationTypeSales VALUES('FDG35', 'OUT046', 'Tier 1', 2954.1546);
INSERT INTO locationTypeSales VALUES('FDY34', 'OUT018', 'Tier 3', 2652.5472);
INSERT INTO locationTypeSales VALUES('NCE19', 'OUT045', 'Tier 2', 1037.3164);
INSERT INTO locationTypeSales VALUES('NCK31', 'OUT027', 'Tier 3', 717.7324);
INSERT INTO locationTypeSales VALUES('NCJ29', 'OUT045', 'Tier 2', 426.112);
INSERT INTO locationTypeSales VALUES('FDT59', 'OUT035', 'Tier 2', 6911.004);
INSERT INTO locationTypeSales VALUES('NCX41', 'OUT046', 'Tier 1', 3811.0392);
INSERT INTO locationTypeSales VALUES('FDU45', 'OUT027', 'Tier 3', 2277.036);
INSERT INTO locationTypeSales VALUES('FDW24', 'OUT019', 'Tier 1', 48.6034);
INSERT INTO locationTypeSales VALUES('FDF22', 'OUT049', 'Tier 1', 5770.4886);
INSERT INTO locationTypeSales VALUES('FDM60', 'OUT046', 'Tier 1', 690.4346);
INSERT INTO locationTypeSales VALUES('FDR02', 'OUT013', 'Tier 3', 1890.2062);
INSERT INTO locationTypeSales VALUES('DRP35', 'OUT027', 'Tier 3', 3195.84);
INSERT INTO locationTypeSales VALUES('FDS48', 'OUT046', 'Tier 1', 1504.708);
INSERT INTO locationTypeSales VALUES('NCZ42', 'OUT010', 'Tier 3', 711.0744);
INSERT INTO locationTypeSales VALUES('FDZ38', 'OUT018', 'Tier 3', 4311.055);
INSERT INTO locationTypeSales VALUES('FDH19', 'OUT046', 'Tier 1', 521.3214);
INSERT INTO locationTypeSales VALUES('NCB55', 'OUT046', 'Tier 1', 829.5868);
INSERT INTO locationTypeSales VALUES('FDC15', 'OUT017', 'Tier 2', 1571.288);
INSERT INTO locationTypeSales VALUES('FDF11', 'OUT035', 'Tier 2', 2403.538);
INSERT INTO locationTypeSales VALUES('FDW35', 'OUT019', 'Tier 1', 83.8908);
INSERT INTO locationTypeSales VALUES('FDB44', 'OUT045', 'Tier 2', 844.2344);
INSERT INTO locationTypeSales VALUES('NCC06', 'OUT017', 'Tier 2', 2940.1728);
INSERT INTO locationTypeSales VALUES('FDR04', 'OUT010', 'Tier 3', 291.6204);
INSERT INTO locationTypeSales VALUES('FDB17', 'OUT045', 'Tier 2', 3259.7568);
INSERT INTO locationTypeSales VALUES('FDW43', 'OUT049', 'Tier 1', 3415.554);
INSERT INTO locationTypeSales VALUES('FDA27', 'OUT018', 'Tier 3', 5624.6784);
INSERT INTO locationTypeSales VALUES('NCU41', 'OUT049', 'Tier 1', 6687.961);
INSERT INTO locationTypeSales VALUES('FDY56', 'OUT049', 'Tier 1', 5642.655);
INSERT INTO locationTypeSales VALUES('FDV39', 'OUT018', 'Tier 3', 4943.565);
INSERT INTO locationTypeSales VALUES('FDN32', 'OUT018', 'Tier 3', 3135.2522);
INSERT INTO locationTypeSales VALUES('FDW07', 'OUT045', 'Tier 2', 796.9626);
INSERT INTO locationTypeSales VALUES('FDZ27', 'OUT045', 'Tier 2', 848.895);
INSERT INTO locationTypeSales VALUES('FDW23', 'OUT019', 'Tier 1', 38.6164);
INSERT INTO locationTypeSales VALUES('FDU01', 'OUT046', 'Tier 1', 4997.4948);
INSERT INTO locationTypeSales VALUES('FDF10', 'OUT049', 'Tier 1', 588.5672);
INSERT INTO locationTypeSales VALUES('DRH03', 'OUT019', 'Tier 1', 372.848);
INSERT INTO locationTypeSales VALUES('FDW27', 'OUT019', 'Tier 1', 155.1314);
INSERT INTO locationTypeSales VALUES('DRI13', 'OUT013', 'Tier 3', 3038.7112);
INSERT INTO locationTypeSales VALUES('NCR05', 'OUT046', 'Tier 1', 1587.2672);
INSERT INTO locationTypeSales VALUES('FDB29', 'OUT045', 'Tier 2', 687.1056);
INSERT INTO locationTypeSales VALUES('FDL51', 'OUT049', 'Tier 1', 1929.4884);
INSERT INTO locationTypeSales VALUES('FDB11', 'OUT013', 'Tier 3', 3600.6464);
INSERT INTO locationTypeSales VALUES('FDI35', 'OUT046', 'Tier 1', 2181.1608);
INSERT INTO locationTypeSales VALUES('FDX08', 'OUT046', 'Tier 1', 3428.2042);
INSERT INTO locationTypeSales VALUES('FDP59', 'OUT045', 'Tier 2', 623.1888);
INSERT INTO locationTypeSales VALUES('NCJ18', 'OUT049', 'Tier 1', 2133.2232);
INSERT INTO locationTypeSales VALUES('FDJ41', 'OUT018', 'Tier 3', 3401.5722);
INSERT INTO locationTypeSales VALUES('FDU08', 'OUT035', 'Tier 2', 1289.6546);
INSERT INTO locationTypeSales VALUES('FDS09', 'OUT019', 'Tier 1', 50.6008);
INSERT INTO locationTypeSales VALUES('DRH15', 'OUT013', 'Tier 3', 790.9704);
INSERT INTO locationTypeSales VALUES('NCV17', 'OUT017', 'Tier 2', 3147.9024);
INSERT INTO locationTypeSales VALUES('NCO54', 'OUT027', 'Tier 3', 2486.763);
INSERT INTO locationTypeSales VALUES('FDE24', 'OUT035', 'Tier 2', 1139.8496);
INSERT INTO locationTypeSales VALUES('FDH53', 'OUT046', 'Tier 1', 1816.3024);
INSERT INTO locationTypeSales VALUES('FDZ13', 'OUT018', 'Tier 3', 199.74);
INSERT INTO locationTypeSales VALUES('FDW28', 'OUT045', 'Tier 2', 978.726);
INSERT INTO locationTypeSales VALUES('FDU46', 'OUT013', 'Tier 3', 2683.174);
INSERT INTO locationTypeSales VALUES('NCE43', 'OUT035', 'Tier 2', 2897.5616);
INSERT INTO locationTypeSales VALUES('FDS26', 'OUT027', 'Tier 3', 9158.079);
INSERT INTO locationTypeSales VALUES('FDB14', 'OUT046', 'Tier 1', 1957.452);
INSERT INTO locationTypeSales VALUES('DRB48', 'OUT027', 'Tier 3', 1296.3126);
INSERT INTO locationTypeSales VALUES('NCC42', 'OUT013', 'Tier 3', 2528.7084);
INSERT INTO locationTypeSales VALUES('FDQ20', 'OUT013', 'Tier 3', 284.2966);
INSERT INTO locationTypeSales VALUES('FDA13', 'OUT017', 'Tier 2', 759.012);
INSERT INTO locationTypeSales VALUES('FDZ15', 'OUT046', 'Tier 1', 1787.673);
INSERT INTO locationTypeSales VALUES('NCV42', 'OUT017', 'Tier 2', 2431.5016);
INSERT INTO locationTypeSales VALUES('DRI51', 'OUT018', 'Tier 3', 4466.1864);
INSERT INTO locationTypeSales VALUES('FDO28', 'OUT035', 'Tier 2', 2048.6666);
INSERT INTO locationTypeSales VALUES('NCS54', 'OUT013', 'Tier 3', 1940.807);
INSERT INTO locationTypeSales VALUES('FDH16', 'OUT017', 'Tier 2', 2067.309);
INSERT INTO locationTypeSales VALUES('FDG24', 'OUT045', 'Tier 2', 2663.2);
INSERT INTO locationTypeSales VALUES('FDR52', 'OUT018', 'Tier 3', 1146.5076);
INSERT INTO locationTypeSales VALUES('NCH06', 'OUT045', 'Tier 2', 3448.844);
INSERT INTO locationTypeSales VALUES('FDA36', 'OUT045', 'Tier 2', 1665.8316);
INSERT INTO locationTypeSales VALUES('FDU56', 'OUT027', 'Tier 3', 8114.7704);
INSERT INTO locationTypeSales VALUES('FDT09', 'OUT049', 'Tier 1', 1713.7692);
INSERT INTO locationTypeSales VALUES('FDU25', 'OUT046', 'Tier 1', 810.9444);
INSERT INTO locationTypeSales VALUES('FDK41', 'OUT046', 'Tier 1', 1193.1136);
INSERT INTO locationTypeSales VALUES('NCT54', 'OUT035', 'Tier 2', 856.8846);
INSERT INTO locationTypeSales VALUES('FDV51', 'OUT010', 'Tier 3', 165.7842);
INSERT INTO locationTypeSales VALUES('FDM24', 'OUT045', 'Tier 2', 1057.9562);
INSERT INTO locationTypeSales VALUES('NCO30', 'OUT045', 'Tier 2', 2205.1296);
INSERT INTO locationTypeSales VALUES('FDQ45', 'OUT013', 'Tier 3', 2940.1728);
INSERT INTO locationTypeSales VALUES('DRK59', 'OUT035', 'Tier 2', 3046.7008);
INSERT INTO locationTypeSales VALUES('FDW28', 'OUT046', 'Tier 1', 3327.6684);
INSERT INTO locationTypeSales VALUES('FDC02', 'OUT010', 'Tier 3', 520.6556);
INSERT INTO locationTypeSales VALUES('FDR21', 'OUT035', 'Tier 2', 2999.429);
INSERT INTO locationTypeSales VALUES('FDN48', 'OUT027', 'Tier 3', 2113.2492);
INSERT INTO locationTypeSales VALUES('FDT44', 'OUT045', 'Tier 2', 942.7728);
INSERT INTO locationTypeSales VALUES('FDX14', 'OUT019', 'Tier 1', 75.2354);
INSERT INTO locationTypeSales VALUES('FDH57', 'OUT046', 'Tier 1', 1581.9408);
INSERT INTO locationTypeSales VALUES('FDH28', 'OUT019', 'Tier 1', 37.9506);
INSERT INTO locationTypeSales VALUES('NCT41', 'OUT019', 'Tier 1', 151.8024);
INSERT INTO locationTypeSales VALUES('FDO11', 'OUT027', 'Tier 3', 3486.1288);
INSERT INTO locationTypeSales VALUES('NCP42', 'OUT017', 'Tier 2', 4262.4516);
INSERT INTO locationTypeSales VALUES('FDN09', 'OUT010', 'Tier 3', 731.0484);
INSERT INTO locationTypeSales VALUES('FDP32', 'OUT035', 'Tier 2', 1398.8458);
INSERT INTO locationTypeSales VALUES('FDV57', 'OUT049', 'Tier 1', 2336.958);
INSERT INTO locationTypeSales VALUES('FDW28', 'OUT013', 'Tier 3', 2348.9424);
INSERT INTO locationTypeSales VALUES('FDR56', 'OUT027', 'Tier 3', 7094.7648);
INSERT INTO locationTypeSales VALUES('FDA40', 'OUT035', 'Tier 2', 1054.6272);
INSERT INTO locationTypeSales VALUES('NCG42', 'OUT045', 'Tier 2', 1298.31);
INSERT INTO locationTypeSales VALUES('NCK54', 'OUT017', 'Tier 2', 2330.3);
INSERT INTO locationTypeSales VALUES('FDE16', 'OUT049', 'Tier 1', 4584.6988);
INSERT INTO locationTypeSales VALUES('FDB15', 'OUT010', 'Tier 3', 527.3136);
INSERT INTO locationTypeSales VALUES('FDC40', 'OUT017', 'Tier 2', 1869.5664);
INSERT INTO locationTypeSales VALUES('FDE53', 'OUT027', 'Tier 3', 2876.256);
INSERT INTO locationTypeSales VALUES('FDK24', 'OUT018', 'Tier 3', 407.4696);
INSERT INTO locationTypeSales VALUES('FDW31', 'OUT018', 'Tier 3', 2189.8162);
INSERT INTO locationTypeSales VALUES('NCX29', 'OUT017', 'Tier 2', 1603.9122);
INSERT INTO locationTypeSales VALUES('NCM07', 'OUT035', 'Tier 2', 2013.3792);
INSERT INTO locationTypeSales VALUES('DRN36', 'OUT019', 'Tier 1', 95.8752);
INSERT INTO locationTypeSales VALUES('FDQ37', 'OUT010', 'Tier 3', 774.9912);
INSERT INTO locationTypeSales VALUES('FDK43', 'OUT045', 'Tier 2', 2403.538);
INSERT INTO locationTypeSales VALUES('FDK28', 'OUT018', 'Tier 3', 4380.2982);
INSERT INTO locationTypeSales VALUES('FDR43', 'OUT045', 'Tier 2', 219.714);
INSERT INTO locationTypeSales VALUES('FDL48', 'OUT013', 'Tier 3', 729.051);
INSERT INTO locationTypeSales VALUES('DRL23', 'OUT045', 'Tier 2', 1393.5194);
INSERT INTO locationTypeSales VALUES('NCX42', 'OUT045', 'Tier 2', 5262.4832);
INSERT INTO locationTypeSales VALUES('DRD37', 'OUT018', 'Tier 3', 372.848);
INSERT INTO locationTypeSales VALUES('FDZ47', 'OUT027', 'Tier 3', 3273.7386);
INSERT INTO locationTypeSales VALUES('NCJ54', 'OUT027', 'Tier 3', 5344.3766);
INSERT INTO locationTypeSales VALUES('FDL52', 'OUT013', 'Tier 3', 303.6048);
INSERT INTO locationTypeSales VALUES('FDC15', 'OUT010', 'Tier 3', 314.2576);
INSERT INTO locationTypeSales VALUES('NCD19', 'OUT010', 'Tier 3', 276.307);
INSERT INTO locationTypeSales VALUES('FDD08', 'OUT013', 'Tier 3', 721.0614);
INSERT INTO locationTypeSales VALUES('NCN18', 'OUT045', 'Tier 2', 3467.4864);
INSERT INTO locationTypeSales VALUES('FDY56', 'OUT046', 'Tier 1', 5416.9488);
INSERT INTO locationTypeSales VALUES('NCI29', 'OUT018', 'Tier 3', 283.6308);
INSERT INTO locationTypeSales VALUES('NCE06', 'OUT019', 'Tier 1', 323.5788);
INSERT INTO locationTypeSales VALUES('FDC08', 'OUT017', 'Tier 2', 5206.556);
INSERT INTO locationTypeSales VALUES('FDU52', 'OUT045', 'Tier 2', 2503.408);
INSERT INTO locationTypeSales VALUES('FDN16', 'OUT013', 'Tier 3', 1960.781);
INSERT INTO locationTypeSales VALUES('NCM55', 'OUT010', 'Tier 3', 370.1848);
INSERT INTO locationTypeSales VALUES('FDR49', 'OUT010', 'Tier 3', 95.8752);
INSERT INTO locationTypeSales VALUES('FDC15', 'OUT049', 'Tier 1', 3299.7048);
INSERT INTO locationTypeSales VALUES('FDB53', 'OUT017', 'Tier 2', 2684.5056);
INSERT INTO locationTypeSales VALUES('FDK44', 'OUT046', 'Tier 1', 2085.2856);
INSERT INTO locationTypeSales VALUES('FDA16', 'OUT035', 'Tier 2', 2210.456);
INSERT INTO locationTypeSales VALUES('FDO19', 'OUT027', 'Tier 3', 2187.153);
INSERT INTO locationTypeSales VALUES('FDO04', 'OUT046', 'Tier 1', 1049.9666);
INSERT INTO locationTypeSales VALUES('NCL19', 'OUT035', 'Tier 2', 2719.793);
INSERT INTO locationTypeSales VALUES('FDA44', 'OUT010', 'Tier 3', 56.593);
INSERT INTO locationTypeSales VALUES('FDR60', 'OUT017', 'Tier 2', 231.6984);
INSERT INTO locationTypeSales VALUES('FDV37', 'OUT027', 'Tier 3', 5734.5354);
INSERT INTO locationTypeSales VALUES('FDG53', 'OUT013', 'Tier 3', 1398.18);
INSERT INTO locationTypeSales VALUES('DRG01', 'OUT035', 'Tier 2', 1531.34);
INSERT INTO locationTypeSales VALUES('FDB38', 'OUT019', 'Tier 1', 319.584);
INSERT INTO locationTypeSales VALUES('FDI27', 'OUT049', 'Tier 1', 633.8416);
INSERT INTO locationTypeSales VALUES('FDD29', 'OUT010', 'Tier 3', 1014.6792);
INSERT INTO locationTypeSales VALUES('NCR41', 'OUT045', 'Tier 2', 2094.6068);
INSERT INTO locationTypeSales VALUES('FDW44', 'OUT049', 'Tier 1', 2386.2272);
INSERT INTO locationTypeSales VALUES('FDU21', 'OUT035', 'Tier 2', 780.9834);
INSERT INTO locationTypeSales VALUES('FDI14', 'OUT046', 'Tier 1', 1693.7952);
INSERT INTO locationTypeSales VALUES('FDW50', 'OUT019', 'Tier 1', 334.2316);
INSERT INTO locationTypeSales VALUES('FDN39', 'OUT046', 'Tier 1', 1342.2528);
INSERT INTO locationTypeSales VALUES('FDT31', 'OUT017', 'Tier 2', 4916.2672);
INSERT INTO locationTypeSales VALUES('FDJ14', 'OUT017', 'Tier 2', 1757.712);
INSERT INTO locationTypeSales VALUES('NCQ43', 'OUT027', 'Tier 3', 1637.868);
INSERT INTO locationTypeSales VALUES('FDZ22', 'OUT027', 'Tier 3', 1747.725);
INSERT INTO locationTypeSales VALUES('FDU38', 'OUT017', 'Tier 2', 2876.256);
INSERT INTO locationTypeSales VALUES('FDS32', 'OUT045', 'Tier 2', 1966.7732);
INSERT INTO locationTypeSales VALUES('DRH13', 'OUT018', 'Tier 3', 958.752);
INSERT INTO locationTypeSales VALUES('DRF03', 'OUT010', 'Tier 3', 81.2276);
INSERT INTO locationTypeSales VALUES('FDJ20', 'OUT049', 'Tier 1', 1238.388);
INSERT INTO locationTypeSales VALUES('FDE22', 'OUT019', 'Tier 1', 319.584);
INSERT INTO locationTypeSales VALUES('FDX22', 'OUT035', 'Tier 2', 4418.2488);
INSERT INTO locationTypeSales VALUES('DRM11', 'OUT013', 'Tier 3', 2863.6058);
INSERT INTO locationTypeSales VALUES('FDL58', 'OUT045', 'Tier 2', 1845.5976);
INSERT INTO locationTypeSales VALUES('FDL25', 'OUT049', 'Tier 1', 1561.9668);
INSERT INTO locationTypeSales VALUES('FDD40', 'OUT049', 'Tier 1', 3848.324);
INSERT INTO locationTypeSales VALUES('FDT08', 'OUT045', 'Tier 2', 2097.27);
INSERT INTO locationTypeSales VALUES('FDO22', 'OUT017', 'Tier 2', 639.168);
INSERT INTO locationTypeSales VALUES('NCM41', 'OUT018', 'Tier 3', 559.272);
INSERT INTO locationTypeSales VALUES('FDJ21', 'OUT045', 'Tier 2', 2770.3938);
INSERT INTO locationTypeSales VALUES('FDC53', 'OUT018', 'Tier 3', 295.6152);
INSERT INTO locationTypeSales VALUES('DRK35', 'OUT019', 'Tier 1', 37.9506);
INSERT INTO locationTypeSales VALUES('FDQ09', 'OUT018', 'Tier 3', 1267.0174);
INSERT INTO locationTypeSales VALUES('DRB48', 'OUT046', 'Tier 1', 353.5398);
INSERT INTO locationTypeSales VALUES('DRE25', 'OUT035', 'Tier 2', 1118.544);
INSERT INTO locationTypeSales VALUES('FDL08', 'OUT013', 'Tier 3', 4655.2736);
INSERT INTO locationTypeSales VALUES('NCV42', 'OUT049', 'Tier 1', 1547.3192);
INSERT INTO locationTypeSales VALUES('FDW03', 'OUT049', 'Tier 1', 1045.306);
INSERT INTO locationTypeSales VALUES('FDL25', 'OUT017', 'Tier 2', 275.6412);
INSERT INTO locationTypeSales VALUES('FDC17', 'OUT018', 'Tier 3', 2735.1064);
