INSERT INTO outletSizeSales VALUES('FDA15', 'OUT049', 'Medium', 3735.138);
INSERT INTO outletSizeSales VALUES('FDB53', 'OUT045', 'Medium', 3877.6192);
INSERT INTO outletSizeSales VALUES('FDY31', 'OUT027', 'Medium', 4414.254);
INSERT INTO outletSizeSales VALUES('DRQ35', 'OUT027', 'Medium', 5448.9072);
INSERT INTO outletSizeSales VALUES('FDX36', 'OUT049', 'Medium', 4950.8888);
INSERT INTO outletSizeSales VALUES('DRD13', 'OUT017', 'Medium', 958.752);
INSERT INTO outletSizeSales VALUES('FDC52', 'OUT017', 'Medium', 1956.1204);
INSERT INTO outletSizeSales VALUES('FDB45', 'OUT049', 'Medium', 2404.2038);
INSERT INTO outletSizeSales VALUES('NCK19', 'OUT010', 'Medium', 387.4956);
INSERT INTO outletSizeSales VALUES('FDV51', 'OUT013', 'High', 994.7052);
INSERT INTO outletSizeSales VALUES('FDZ35', 'OUT045', 'Medium', 1754.383);
INSERT INTO outletSizeSales VALUES('NCW17', 'OUT027', 'Medium', 3340.9844);
INSERT INTO outletSizeSales VALUES('FDV59', 'OUT045', 'Medium', 3918.8988);
INSERT INTO outletSizeSales VALUES('DRH39', 'OUT013', 'High', 306.268);
INSERT INTO outletSizeSales VALUES('FDN60', 'OUT027', 'Medium', 4278.4308);
INSERT INTO outletSizeSales VALUES('FDU55', 'OUT045', 'Medium', 4425.5726);
INSERT INTO outletSizeSales VALUES('FDN58', 'OUT027', 'Medium', 9267.936);
INSERT INTO outletSizeSales VALUES('FDC41', 'OUT019', 'Small', 229.701);
INSERT INTO outletSizeSales VALUES('FDO01', 'OUT027', 'Medium', 2055.9904);
INSERT INTO outletSizeSales VALUES('NCO43', 'OUT046', 'Small', 3339.6528);
INSERT INTO outletSizeSales VALUES('FDQ07', 'OUT045', 'Medium', 6410.3224);
INSERT INTO outletSizeSales VALUES('FDF28', 'OUT017', 'Medium', 1992.0736);
INSERT INTO outletSizeSales VALUES('FDM01', 'OUT017', 'Medium', 2870.9296);
INSERT INTO outletSizeSales VALUES('FDY49', 'OUT027', 'Medium', 2807.0128);
INSERT INTO outletSizeSales VALUES('FDR24', 'OUT013', 'High', 539.298);
INSERT INTO outletSizeSales VALUES('NCY18', 'OUT013', 'High', 4377.635);
INSERT INTO outletSizeSales VALUES('NCY30', 'OUT045', 'Medium', 2716.464);
INSERT INTO outletSizeSales VALUES('FDJ22', 'OUT019', 'Small', 383.5008);
INSERT INTO outletSizeSales VALUES('DRI37', 'OUT049', 'Medium', 703.0848);
INSERT INTO outletSizeSales VALUES('FDL27', 'OUT049', 'Medium', 1937.478);
INSERT INTO outletSizeSales VALUES('NCO30', 'OUT049', 'Medium', 3307.6944);
INSERT INTO outletSizeSales VALUES('NCB07', 'OUT049', 'Medium', 3142.576);
INSERT INTO outletSizeSales VALUES('FDX25', 'OUT018', 'Medium', 2554.0088);
INSERT INTO outletSizeSales VALUES('FDP59', 'OUT018', 'Medium', 1869.5664);
INSERT INTO outletSizeSales VALUES('FDR59', 'OUT045', 'Medium', 5494.8474);
INSERT INTO outletSizeSales VALUES('FDT27', 'OUT013', 'High', 6093.4016);
INSERT INTO outletSizeSales VALUES('DRI01', 'OUT046', 'Small', 2586.633);
INSERT INTO outletSizeSales VALUES('FDU09', 'OUT049', 'Medium', 1255.6988);
INSERT INTO outletSizeSales VALUES('FDH26', 'OUT046', 'Small', 4093.3384);
INSERT INTO outletSizeSales VALUES('FDH27', 'OUT046', 'Small', 3163.8816);
INSERT INTO outletSizeSales VALUES('FDN39', 'OUT027', 'Medium', 5033.448);
INSERT INTO outletSizeSales VALUES('FDH40', 'OUT046', 'Small', 1137.1864);
INSERT INTO outletSizeSales VALUES('FDJ56', 'OUT027', 'Medium', 2696.49);
INSERT INTO outletSizeSales VALUES('DRN47', 'OUT018', 'Medium', 898.83);
INSERT INTO outletSizeSales VALUES('NCO17', 'OUT046', 'Small', 2756.412);
INSERT INTO outletSizeSales VALUES('FDX60', 'OUT045', 'Medium', 878.856);
INSERT INTO outletSizeSales VALUES('FDT22', 'OUT049', 'Medium', 659.142);
INSERT INTO outletSizeSales VALUES('FDX26', 'OUT019', 'Small', 182.4292);
INSERT INTO outletSizeSales VALUES('FDG45', 'OUT013', 'High', 3610.6334);
INSERT INTO outletSizeSales VALUES('FDD44', 'OUT035', 'Small', 5153.292);
INSERT INTO outletSizeSales VALUES('FDS15', 'OUT017', 'Medium', 2588.6304);
INSERT INTO outletSizeSales VALUES('FDL51', 'OUT018', 'Medium', 1286.3256);
INSERT INTO outletSizeSales VALUES('FDL32', 'OUT017', 'Medium', 1230.3984);
INSERT INTO outletSizeSales VALUES('FDZ07', 'OUT027', 'Medium', 1733.7432);
INSERT INTO outletSizeSales VALUES('NCW53', 'OUT019', 'Small', 384.8324);
INSERT INTO outletSizeSales VALUES('NCA54', 'OUT045', 'Medium', 3969.4996);
INSERT INTO outletSizeSales VALUES('FDX09', 'OUT035', 'Small', 7763.228);
INSERT INTO outletSizeSales VALUES('FDO51', 'OUT013', 'High', 809.6128);
INSERT INTO outletSizeSales VALUES('FDW49', 'OUT018', 'Medium', 1253.7014);
INSERT INTO outletSizeSales VALUES('FDB27', 'OUT046', 'Small', 5715.2272);
INSERT INTO outletSizeSales VALUES('FDF45', 'OUT013', 'High', 1464.76);
INSERT INTO outletSizeSales VALUES('FDV02', 'OUT013', 'High', 3251.1014);
INSERT INTO outletSizeSales VALUES('FDY28', 'OUT035', 'Small', 4274.436);
INSERT INTO outletSizeSales VALUES('FDX31', 'OUT027', 'Medium', 5375.0034);
INSERT INTO outletSizeSales VALUES('FDR43', 'OUT027', 'Medium', 1318.284);
INSERT INTO outletSizeSales VALUES('FDP51', 'OUT018', 'Medium', 2251.7356);
INSERT INTO outletSizeSales VALUES('FDL52', 'OUT017', 'Medium', 1176.4686);
INSERT INTO outletSizeSales VALUES('FDR44', 'OUT046', 'Small', 3523.4136);
INSERT INTO outletSizeSales VALUES('FDB34', 'OUT035', 'Small', 610.5386);
INSERT INTO outletSizeSales VALUES('FDC50', 'OUT035', 'Small', 1237.7222);
INSERT INTO outletSizeSales VALUES('FDT57', 'OUT010', 'Medium', 474.0496);
INSERT INTO outletSizeSales VALUES('FDP22', 'OUT027', 'Medium', 717.7324);
INSERT INTO outletSizeSales VALUES('DRE49', 'OUT046', 'Small', 2580.6408);
INSERT INTO outletSizeSales VALUES('FDM40', 'OUT046', 'Small', 2552.6772);
INSERT INTO outletSizeSales VALUES('FDY32', 'OUT045', 'Medium', 3914.904);
INSERT INTO outletSizeSales VALUES('FDW07', 'OUT046', 'Small', 796.9626);
INSERT INTO outletSizeSales VALUES('FDU02', 'OUT019', 'Small', 916.1408);
INSERT INTO outletSizeSales VALUES('NCF18', 'OUT045', 'Medium', 3259.7568);
INSERT INTO outletSizeSales VALUES('FDQ56', 'OUT049', 'Medium', 1677.816);
INSERT INTO outletSizeSales VALUES('FDN58', 'OUT049', 'Medium', 3707.1744);
INSERT INTO outletSizeSales VALUES('FDG35', 'OUT046', 'Small', 2954.1546);
INSERT INTO outletSizeSales VALUES('FDY34', 'OUT018', 'Medium', 2652.5472);
INSERT INTO outletSizeSales VALUES('NCE19', 'OUT045', 'Medium', 1037.3164);
INSERT INTO outletSizeSales VALUES('NCK31', 'OUT027', 'Medium', 717.7324);
INSERT INTO outletSizeSales VALUES('NCJ29', 'OUT045', 'Medium', 426.112);
INSERT INTO outletSizeSales VALUES('FDT59', 'OUT035', 'Small', 6911.004);
INSERT INTO outletSizeSales VALUES('NCX41', 'OUT046', 'Small', 3811.0392);
INSERT INTO outletSizeSales VALUES('FDU45', 'OUT027', 'Medium', 2277.036);
INSERT INTO outletSizeSales VALUES('FDW24', 'OUT019', 'Small', 48.6034);
INSERT INTO outletSizeSales VALUES('FDF22', 'OUT049', 'Medium', 5770.4886);
INSERT INTO outletSizeSales VALUES('FDM60', 'OUT046', 'Small', 690.4346);
INSERT INTO outletSizeSales VALUES('FDR02', 'OUT013', 'High', 1890.2062);
INSERT INTO outletSizeSales VALUES('DRP35', 'OUT027', 'Medium', 3195.84);
INSERT INTO outletSizeSales VALUES('FDS48', 'OUT046', 'Small', 1504.708);
INSERT INTO outletSizeSales VALUES('NCZ42', 'OUT010', 'Medium', 711.0744);
INSERT INTO outletSizeSales VALUES('FDZ38', 'OUT018', 'Medium', 4311.055);
INSERT INTO outletSizeSales VALUES('FDH19', 'OUT046', 'Small', 521.3214);
INSERT INTO outletSizeSales VALUES('NCB55', 'OUT046', 'Small', 829.5868);
INSERT INTO outletSizeSales VALUES('FDC15', 'OUT017', 'Medium', 1571.288);
INSERT INTO outletSizeSales VALUES('FDF11', 'OUT035', 'Small', 2403.538);
INSERT INTO outletSizeSales VALUES('FDW35', 'OUT019', 'Small', 83.8908);
INSERT INTO outletSizeSales VALUES('FDB44', 'OUT045', 'Medium', 844.2344);
INSERT INTO outletSizeSales VALUES('NCC06', 'OUT017', 'Medium', 2940.1728);
INSERT INTO outletSizeSales VALUES('FDR04', 'OUT010', 'Medium', 291.6204);
INSERT INTO outletSizeSales VALUES('FDB17', 'OUT045', 'Medium', 3259.7568);
INSERT INTO outletSizeSales VALUES('FDW43', 'OUT049', 'Medium', 3415.554);
INSERT INTO outletSizeSales VALUES('FDA27', 'OUT018', 'Medium', 5624.6784);
INSERT INTO outletSizeSales VALUES('NCU41', 'OUT049', 'Medium', 6687.961);
INSERT INTO outletSizeSales VALUES('FDY56', 'OUT049', 'Medium', 5642.655);
INSERT INTO outletSizeSales VALUES('FDV39', 'OUT018', 'Medium', 4943.565);
INSERT INTO outletSizeSales VALUES('FDN32', 'OUT018', 'Medium', 3135.2522);
INSERT INTO outletSizeSales VALUES('FDW07', 'OUT045', 'Medium', 796.9626);
INSERT INTO outletSizeSales VALUES('FDZ27', 'OUT045', 'Medium', 848.895);
INSERT INTO outletSizeSales VALUES('FDW23', 'OUT019', 'Small', 38.6164);
INSERT INTO outletSizeSales VALUES('FDU01', 'OUT046', 'Small', 4997.4948);
INSERT INTO outletSizeSales VALUES('FDF10', 'OUT049', 'Medium', 588.5672);
INSERT INTO outletSizeSales VALUES('DRH03', 'OUT019', 'Small', 372.848);
INSERT INTO outletSizeSales VALUES('FDW27', 'OUT019', 'Small', 155.1314);
INSERT INTO outletSizeSales VALUES('DRI13', 'OUT013', 'High', 3038.7112);
INSERT INTO outletSizeSales VALUES('NCR05', 'OUT046', 'Small', 1587.2672);
INSERT INTO outletSizeSales VALUES('FDB29', 'OUT045', 'Medium', 687.1056);
INSERT INTO outletSizeSales VALUES('FDL51', 'OUT049', 'Medium', 1929.4884);
INSERT INTO outletSizeSales VALUES('FDB11', 'OUT013', 'High', 3600.6464);
INSERT INTO outletSizeSales VALUES('FDI35', 'OUT046', 'Small', 2181.1608);
INSERT INTO outletSizeSales VALUES('FDX08', 'OUT046', 'Small', 3428.2042);
INSERT INTO outletSizeSales VALUES('FDP59', 'OUT045', 'Medium', 623.1888);
INSERT INTO outletSizeSales VALUES('NCJ18', 'OUT049', 'Medium', 2133.2232);
INSERT INTO outletSizeSales VALUES('FDJ41', 'OUT018', 'Medium', 3401.5722);
INSERT INTO outletSizeSales VALUES('FDU08', 'OUT035', 'Small', 1289.6546);
INSERT INTO outletSizeSales VALUES('FDS09', 'OUT019', 'Small', 50.6008);
INSERT INTO outletSizeSales VALUES('DRH15', 'OUT013', 'High', 790.9704);
INSERT INTO outletSizeSales VALUES('NCV17', 'OUT017', 'Medium', 3147.9024);
INSERT INTO outletSizeSales VALUES('NCO54', 'OUT027', 'Medium', 2486.763);
INSERT INTO outletSizeSales VALUES('FDE24', 'OUT035', 'Small', 1139.8496);
INSERT INTO outletSizeSales VALUES('FDH53', 'OUT046', 'Small', 1816.3024);
INSERT INTO outletSizeSales VALUES('FDZ13', 'OUT018', 'Medium', 199.74);
INSERT INTO outletSizeSales VALUES('FDW28', 'OUT045', 'Medium', 978.726);
INSERT INTO outletSizeSales VALUES('FDU46', 'OUT013', 'High', 2683.174);
INSERT INTO outletSizeSales VALUES('NCE43', 'OUT035', 'Small', 2897.5616);
INSERT INTO outletSizeSales VALUES('FDS26', 'OUT027', 'Medium', 9158.079);
INSERT INTO outletSizeSales VALUES('FDB14', 'OUT046', 'Small', 1957.452);
INSERT INTO outletSizeSales VALUES('DRB48', 'OUT027', 'Medium', 1296.3126);
INSERT INTO outletSizeSales VALUES('NCC42', 'OUT013', 'High', 2528.7084);
INSERT INTO outletSizeSales VALUES('FDQ20', 'OUT013', 'High', 284.2966);
INSERT INTO outletSizeSales VALUES('FDA13', 'OUT017', 'Medium', 759.012);
INSERT INTO outletSizeSales VALUES('FDZ15', 'OUT046', 'Small', 1787.673);
INSERT INTO outletSizeSales VALUES('NCV42', 'OUT017', 'Medium', 2431.5016);
INSERT INTO outletSizeSales VALUES('DRI51', 'OUT018', 'Medium', 4466.1864);
INSERT INTO outletSizeSales VALUES('FDO28', 'OUT035', 'Small', 2048.6666);
INSERT INTO outletSizeSales VALUES('NCS54', 'OUT013', 'High', 1940.807);
INSERT INTO outletSizeSales VALUES('FDH16', 'OUT017', 'Medium', 2067.309);
INSERT INTO outletSizeSales VALUES('FDG24', 'OUT045', 'Medium', 2663.2);
INSERT INTO outletSizeSales VALUES('FDR52', 'OUT018', 'Medium', 1146.5076);
INSERT INTO outletSizeSales VALUES('NCH06', 'OUT045', 'Medium', 3448.844);
INSERT INTO outletSizeSales VALUES('FDA36', 'OUT045', 'Medium', 1665.8316);
INSERT INTO outletSizeSales VALUES('FDU56', 'OUT027', 'Medium', 8114.7704);
INSERT INTO outletSizeSales VALUES('FDT09', 'OUT049', 'Medium', 1713.7692);
INSERT INTO outletSizeSales VALUES('FDU25', 'OUT046', 'Small', 810.9444);
INSERT INTO outletSizeSales VALUES('FDK41', 'OUT046', 'Small', 1193.1136);
INSERT INTO outletSizeSales VALUES('NCT54', 'OUT035', 'Small', 856.8846);
INSERT INTO outletSizeSales VALUES('FDV51', 'OUT010', 'Medium', 165.7842);
INSERT INTO outletSizeSales VALUES('FDM24', 'OUT045', 'Medium', 1057.9562);
INSERT INTO outletSizeSales VALUES('NCO30', 'OUT045', 'Medium', 2205.1296);
INSERT INTO outletSizeSales VALUES('FDQ45', 'OUT013', 'High', 2940.1728);
INSERT INTO outletSizeSales VALUES('DRK59', 'OUT035', 'Small', 3046.7008);
INSERT INTO outletSizeSales VALUES('FDW28', 'OUT046', 'Small', 3327.6684);
INSERT INTO outletSizeSales VALUES('FDC02', 'OUT010', 'Medium', 520.6556);
INSERT INTO outletSizeSales VALUES('FDR21', 'OUT035', 'Small', 2999.429);
INSERT INTO outletSizeSales VALUES('FDN48', 'OUT027', 'Medium', 2113.2492);
INSERT INTO outletSizeSales VALUES('FDT44', 'OUT045', 'Medium', 942.7728);
INSERT INTO outletSizeSales VALUES('FDX14', 'OUT019', 'Small', 75.2354);
INSERT INTO outletSizeSales VALUES('FDH57', 'OUT046', 'Small', 1581.9408);
INSERT INTO outletSizeSales VALUES('FDH28', 'OUT019', 'Small', 37.9506);
INSERT INTO outletSizeSales VALUES('NCT41', 'OUT019', 'Small', 151.8024);
INSERT INTO outletSizeSales VALUES('FDO11', 'OUT027', 'Medium', 3486.1288);
INSERT INTO outletSizeSales VALUES('NCP42', 'OUT017', 'Medium', 4262.4516);
INSERT INTO outletSizeSales VALUES('FDN09', 'OUT010', 'Medium', 731.0484);
INSERT INTO outletSizeSales VALUES('FDP32', 'OUT035', 'Small', 1398.8458);
INSERT INTO outletSizeSales VALUES('FDV57', 'OUT049', 'Medium', 2336.958);
INSERT INTO outletSizeSales VALUES('FDW28', 'OUT013', 'High', 2348.9424);
INSERT INTO outletSizeSales VALUES('FDR56', 'OUT027', 'Medium', 7094.7648);
INSERT INTO outletSizeSales VALUES('FDA40', 'OUT035', 'Small', 1054.6272);
INSERT INTO outletSizeSales VALUES('NCG42', 'OUT045', 'Medium', 1298.31);
INSERT INTO outletSizeSales VALUES('NCK54', 'OUT017', 'Medium', 2330.3);
INSERT INTO outletSizeSales VALUES('FDE16', 'OUT049', 'Medium', 4584.6988);
INSERT INTO outletSizeSales VALUES('FDB15', 'OUT010', 'Medium', 527.3136);
INSERT INTO outletSizeSales VALUES('FDC40', 'OUT017', 'Medium', 1869.5664);
INSERT INTO outletSizeSales VALUES('FDE53', 'OUT027', 'Medium', 2876.256);
INSERT INTO outletSizeSales VALUES('FDK24', 'OUT018', 'Medium', 407.4696);
INSERT INTO outletSizeSales VALUES('FDW31', 'OUT018', 'Medium', 2189.8162);
INSERT INTO outletSizeSales VALUES('NCX29', 'OUT017', 'Medium', 1603.9122);
INSERT INTO outletSizeSales VALUES('NCM07', 'OUT035', 'Small', 2013.3792);
INSERT INTO outletSizeSales VALUES('DRN36', 'OUT019', 'Small', 95.8752);
INSERT INTO outletSizeSales VALUES('FDQ37', 'OUT010', 'Medium', 774.9912);
INSERT INTO outletSizeSales VALUES('FDK43', 'OUT045', 'Medium', 2403.538);
INSERT INTO outletSizeSales VALUES('FDK28', 'OUT018', 'Medium', 4380.2982);
INSERT INTO outletSizeSales VALUES('FDR43', 'OUT045', 'Medium', 219.714);
INSERT INTO outletSizeSales VALUES('FDL48', 'OUT013', 'High', 729.051);
INSERT INTO outletSizeSales VALUES('DRL23', 'OUT045', 'Medium', 1393.5194);
INSERT INTO outletSizeSales VALUES('NCX42', 'OUT045', 'Medium', 5262.4832);
INSERT INTO outletSizeSales VALUES('DRD37', 'OUT018', 'Medium', 372.848);
INSERT INTO outletSizeSales VALUES('FDZ47', 'OUT027', 'Medium', 3273.7386);
INSERT INTO outletSizeSales VALUES('NCJ54', 'OUT027', 'Medium', 5344.3766);
INSERT INTO outletSizeSales VALUES('FDL52', 'OUT013', 'High', 303.6048);
INSERT INTO outletSizeSales VALUES('FDC15', 'OUT010', 'Medium', 314.2576);
INSERT INTO outletSizeSales VALUES('NCD19', 'OUT010', 'Medium', 276.307);
INSERT INTO outletSizeSales VALUES('FDD08', 'OUT013', 'High', 721.0614);
INSERT INTO outletSizeSales VALUES('NCN18', 'OUT045', 'Medium', 3467.4864);
INSERT INTO outletSizeSales VALUES('FDY56', 'OUT046', 'Small', 5416.9488);
INSERT INTO outletSizeSales VALUES('NCI29', 'OUT018', 'Medium', 283.6308);
INSERT INTO outletSizeSales VALUES('NCE06', 'OUT019', 'Small', 323.5788);
INSERT INTO outletSizeSales VALUES('FDC08', 'OUT017', 'Medium', 5206.556);
INSERT INTO outletSizeSales VALUES('FDU52', 'OUT045', 'Medium', 2503.408);
INSERT INTO outletSizeSales VALUES('FDN16', 'OUT013', 'High', 1960.781);
INSERT INTO outletSizeSales VALUES('NCM55', 'OUT010', 'Medium', 370.1848);
INSERT INTO outletSizeSales VALUES('FDR49', 'OUT010', 'Medium', 95.8752);
INSERT INTO outletSizeSales VALUES('FDC15', 'OUT049', 'Medium', 3299.7048);
INSERT INTO outletSizeSales VALUES('FDB53', 'OUT017', 'Medium', 2684.5056);
INSERT INTO outletSizeSales VALUES('FDK44', 'OUT046', 'Small', 2085.2856);
INSERT INTO outletSizeSales VALUES('FDA16', 'OUT035', 'Small', 2210.456);
INSERT INTO outletSizeSales VALUES('FDO19', 'OUT027', 'Medium', 2187.153);
INSERT INTO outletSizeSales VALUES('FDO04', 'OUT046', 'Small', 1049.9666);
INSERT INTO outletSizeSales VALUES('NCL19', 'OUT035', 'Small', 2719.793);
INSERT INTO outletSizeSales VALUES('FDA44', 'OUT010', 'Medium', 56.593);
INSERT INTO outletSizeSales VALUES('FDR60', 'OUT017', 'Medium', 231.6984);
INSERT INTO outletSizeSales VALUES('FDV37', 'OUT027', 'Medium', 5734.5354);
INSERT INTO outletSizeSales VALUES('FDG53', 'OUT013', 'High', 1398.18);
INSERT INTO outletSizeSales VALUES('DRG01', 'OUT035', 'Small', 1531.34);
INSERT INTO outletSizeSales VALUES('FDB38', 'OUT019', 'Small', 319.584);
INSERT INTO outletSizeSales VALUES('FDI27', 'OUT049', 'Medium', 633.8416);
INSERT INTO outletSizeSales VALUES('FDD29', 'OUT010', 'Medium', 1014.6792);
INSERT INTO outletSizeSales VALUES('NCR41', 'OUT045', 'Medium', 2094.6068);
INSERT INTO outletSizeSales VALUES('FDW44', 'OUT049', 'Medium', 2386.2272);
INSERT INTO outletSizeSales VALUES('FDU21', 'OUT035', 'Small', 780.9834);
INSERT INTO outletSizeSales VALUES('FDI14', 'OUT046', 'Small', 1693.7952);
INSERT INTO outletSizeSales VALUES('FDW50', 'OUT019', 'Small', 334.2316);
INSERT INTO outletSizeSales VALUES('FDN39', 'OUT046', 'Small', 1342.2528);
INSERT INTO outletSizeSales VALUES('FDT31', 'OUT017', 'Medium', 4916.2672);
INSERT INTO outletSizeSales VALUES('FDJ14', 'OUT017', 'Medium', 1757.712);
INSERT INTO outletSizeSales VALUES('NCQ43', 'OUT027', 'Medium', 1637.868);
INSERT INTO outletSizeSales VALUES('FDZ22', 'OUT027', 'Medium', 1747.725);
INSERT INTO outletSizeSales VALUES('FDU38', 'OUT017', 'Medium', 2876.256);
INSERT INTO outletSizeSales VALUES('FDS32', 'OUT045', 'Medium', 1966.7732);
INSERT INTO outletSizeSales VALUES('DRH13', 'OUT018', 'Medium', 958.752);
INSERT INTO outletSizeSales VALUES('DRF03', 'OUT010', 'Medium', 81.2276);
INSERT INTO outletSizeSales VALUES('FDJ20', 'OUT049', 'Medium', 1238.388);
INSERT INTO outletSizeSales VALUES('FDE22', 'OUT019', 'Small', 319.584);
INSERT INTO outletSizeSales VALUES('FDX22', 'OUT035', 'Small', 4418.2488);
INSERT INTO outletSizeSales VALUES('DRM11', 'OUT013', 'High', 2863.6058);
INSERT INTO outletSizeSales VALUES('FDL58', 'OUT045', 'Medium', 1845.5976);
INSERT INTO outletSizeSales VALUES('FDL25', 'OUT049', 'Medium', 1561.9668);
INSERT INTO outletSizeSales VALUES('FDD40', 'OUT049', 'Medium', 3848.324);
INSERT INTO outletSizeSales VALUES('FDT08', 'OUT045', 'Medium', 2097.27);
INSERT INTO outletSizeSales VALUES('FDO22', 'OUT017', 'Medium', 639.168);
INSERT INTO outletSizeSales VALUES('NCM41', 'OUT018', 'Medium', 559.272);
INSERT INTO outletSizeSales VALUES('FDJ21', 'OUT045', 'Medium', 2770.3938);
INSERT INTO outletSizeSales VALUES('FDC53', 'OUT018', 'Medium', 295.6152);
INSERT INTO outletSizeSales VALUES('DRK35', 'OUT019', 'Small', 37.9506);
INSERT INTO outletSizeSales VALUES('FDQ09', 'OUT018', 'Medium', 1267.0174);
INSERT INTO outletSizeSales VALUES('DRB48', 'OUT046', 'Small', 353.5398);
INSERT INTO outletSizeSales VALUES('DRE25', 'OUT035', 'Small', 1118.544);
INSERT INTO outletSizeSales VALUES('FDL08', 'OUT013', 'High', 4655.2736);
INSERT INTO outletSizeSales VALUES('NCV42', 'OUT049', 'Medium', 1547.3192);
INSERT INTO outletSizeSales VALUES('FDW03', 'OUT049', 'Medium', 1045.306);
INSERT INTO outletSizeSales VALUES('FDL25', 'OUT017', 'Medium', 275.6412);
INSERT INTO outletSizeSales VALUES('FDC17', 'OUT018', 'Medium', 2735.1064);
INSERT INTO outletSizeSales VALUES('FDK44', 'OUT045', 'Medium', 347.5476);
INSERT INTO outletSizeSales VALUES('FDE34', 'OUT046', 'Small', 3817.0314);
INSERT INTO outletSizeSales VALUES('FDP10', 'OUT035', 'Small', 1905.5196);
INSERT INTO outletSizeSales VALUES('FDZ22', 'OUT045', 'Medium', 665.8);
INSERT INTO outletSizeSales VALUES('NCK19', 'OUT013', 'High', 2324.9736);
INSERT INTO outletSizeSales VALUES('FDO44', 'OUT027', 'Medium', 3205.1612);
INSERT INTO outletSizeSales VALUES('NCU41', 'OUT046', 'Small', 2101.9306);
INSERT INTO outletSizeSales VALUES('NCF31', 'OUT045', 'Medium', 1821.6288);
INSERT INTO outletSizeSales VALUES('FDG14', 'OUT017', 'Medium', 3643.2576);
INSERT INTO outletSizeSales VALUES('NCH30', 'OUT035', 'Small', 2942.836);
INSERT INTO outletSizeSales VALUES('FDR36', 'OUT013', 'High', 587.2356);
INSERT INTO outletSizeSales VALUES('NCJ30', 'OUT046', 'Small', 2886.243);
INSERT INTO outletSizeSales VALUES('FDR08', 'OUT045', 'Medium', 2223.772);
INSERT INTO outletSizeSales VALUES('FDU04', 'OUT018', 'Medium', 487.3656);
INSERT INTO outletSizeSales VALUES('NCQ50', 'OUT017', 'Medium', 5770.4886);
INSERT INTO outletSizeSales VALUES('FDL46', 'OUT027', 'Medium', 1414.1592);
INSERT INTO outletSizeSales VALUES('DRK37', 'OUT046', 'Small', 5502.837);
INSERT INTO outletSizeSales VALUES('FDK48', 'OUT046', 'Small', 2181.8266);
INSERT INTO outletSizeSales VALUES('FDV58', 'OUT046', 'Small', 1565.9616);
