INSERT INTO typeMrpSales VALUES('FDA15', 'OUT049', 'Dairy', 249.8092);
INSERT INTO typeMrpSales VALUES('FDU36', 'OUT046', 'Baking Goods', 99.3384);
INSERT INTO typeMrpSales VALUES('FDV13', 'OUT027', 'Canned', 87.9856);
INSERT INTO typeMrpSales VALUES('FDV20', 'OUT019', 'Fruits and Vegetables', 125.2678);
INSERT INTO typeMrpSales VALUES('NCQ54', 'OUT035', 'Household', 167.0474);
INSERT INTO typeMrpSales VALUES('FDO23', 'OUT018', 'Breads', 93.7436);
INSERT INTO typeMrpSales VALUES('DRE60', 'OUT045', 'Soft Drinks', 224.972);
INSERT INTO typeMrpSales VALUES('DRP47', 'OUT017', 'Hard Drinks', 250.5382);
INSERT INTO typeMrpSales VALUES('FDB21', 'OUT045', 'Fruits and Vegetables', 241.2854);
INSERT INTO typeMrpSales VALUES('FDR04', 'OUT018', 'Frozen Foods', 98.0068);
INSERT INTO typeMrpSales VALUES('FDX23', 'OUT046', 'Baking Goods', 92.6436);
INSERT INTO typeMrpSales VALUES('FDX19', 'OUT035', 'Fruits and Vegetables', 235.0958);
INSERT INTO typeMrpSales VALUES('FDD40', 'OUT035', 'Dairy', 193.6162);
INSERT INTO typeMrpSales VALUES('FDA01', 'OUT046', 'Canned', 59.1904);
INSERT INTO typeMrpSales VALUES('FDS33', 'OUT046', 'Snack Foods', 89.1514);
INSERT INTO typeMrpSales VALUES('FDM50', 'OUT027', 'Canned', 60.222);
INSERT INTO typeMrpSales VALUES('FDB29', 'OUT013', 'Frozen Foods', 112.7176);
INSERT INTO typeMrpSales VALUES('FDF46', 'OUT045', 'Snack Foods', 115.5834);
INSERT INTO typeMrpSales VALUES('FDA33', 'OUT045', 'Snack Foods', 148.0076);
INSERT INTO typeMrpSales VALUES('FDC08', 'OUT010', 'Fruits and Vegetables', 228.272);
INSERT INTO typeMrpSales VALUES('FDB53', 'OUT045', 'Frozen Foods', 147.5392);
INSERT INTO typeMrpSales VALUES('FDY31', 'OUT027', 'Fruits and Vegetables', 146.6418);
INSERT INTO typeMrpSales VALUES('DRQ35', 'OUT027', 'Hard Drinks', 122.4388);
INSERT INTO typeMrpSales VALUES('FDX36', 'OUT049', 'Baking Goods', 223.9404);
INSERT INTO typeMrpSales VALUES('DRD13', 'OUT017', 'Soft Drinks', 62.6168);
INSERT INTO typeMrpSales VALUES('FDC52', 'OUT017', 'Dairy', 149.9708);
INSERT INTO typeMrpSales VALUES('FDB45', 'OUT049', 'Fruits and Vegetables', 103.2306);
INSERT INTO typeMrpSales VALUES('NCK19', 'OUT010', 'Others', 194.3478);
INSERT INTO typeMrpSales VALUES('FDV51', 'OUT013', 'Meat', 165.0842);
INSERT INTO typeMrpSales VALUES('FDZ35', 'OUT045', 'Breads', 101.299);
INSERT INTO typeMrpSales VALUES('NCW17', 'OUT027', 'Health and Hygiene', 129.9994);
INSERT INTO typeMrpSales VALUES('FDV59', 'OUT045', 'Breads', 216.7166);
INSERT INTO typeMrpSales VALUES('DRH39', 'OUT013', 'Dairy', 76.367);
INSERT INTO typeMrpSales VALUES('FDN60', 'OUT027', 'Baking Goods', 158.4604);
INSERT INTO typeMrpSales VALUES('FDU55', 'OUT045', 'Fruits and Vegetables', 260.6278);
INSERT INTO typeMrpSales VALUES('FDN58', 'OUT027', 'Snack Foods', 230.9984);
INSERT INTO typeMrpSales VALUES('FDC41', 'OUT019', 'Frozen Foods', 76.867);
INSERT INTO typeMrpSales VALUES('FDO01', 'OUT027', 'Breakfast', 129.3994);
INSERT INTO typeMrpSales VALUES('NCO43', 'OUT046', 'Others', 101.3016);
INSERT INTO typeMrpSales VALUES('FDQ07', 'OUT045', 'Fruits and Vegetables', 221.7456);
INSERT INTO typeMrpSales VALUES('FDF28', 'OUT017', 'Frozen Foods', 122.9046);
INSERT INTO typeMrpSales VALUES('FDM01', 'OUT017', 'Breakfast', 104.4332);
INSERT INTO typeMrpSales VALUES('FDY49', 'OUT027', 'Canned', 164.5184);
INSERT INTO typeMrpSales VALUES('FDR24', 'OUT013', 'Baking Goods', 88.183);
INSERT INTO typeMrpSales VALUES('NCY18', 'OUT013', 'Household', 174.3054);
INSERT INTO typeMrpSales VALUES('NCY30', 'OUT045', 'Household', 180.9976);
INSERT INTO typeMrpSales VALUES('FDJ22', 'OUT019', 'Snack Foods', 190.9504);
INSERT INTO typeMrpSales VALUES('DRI37', 'OUT049', 'Soft Drinks', 59.5904);
INSERT INTO typeMrpSales VALUES('FDL27', 'OUT049', 'Meat', 66.3826);
INSERT INTO typeMrpSales VALUES('NCO30', 'OUT049', 'Household', 182.2608);
INSERT INTO typeMrpSales VALUES('NCB07', 'OUT049', 'Household', 197.611);
INSERT INTO typeMrpSales VALUES('FDX25', 'OUT018', 'Canned', 181.2292);
INSERT INTO typeMrpSales VALUES('FDP59', 'OUT018', 'Breads', 104.0648);
INSERT INTO typeMrpSales VALUES('FDR59', 'OUT045', 'Breads', 260.4594);
INSERT INTO typeMrpSales VALUES('FDT27', 'OUT013', 'Meat', 233.1616);
INSERT INTO typeMrpSales VALUES('DRI01', 'OUT046', 'Soft Drinks', 174.0422);
INSERT INTO typeMrpSales VALUES('FDU09', 'OUT049', 'Snack Foods', 55.2956);
INSERT INTO typeMrpSales VALUES('FDH26', 'OUT046', 'Canned', 141.7496);
INSERT INTO typeMrpSales VALUES('FDH27', 'OUT046', 'Dairy', 142.2128);
INSERT INTO typeMrpSales VALUES('FDN39', 'OUT027', 'Meat', 166.0816);
INSERT INTO typeMrpSales VALUES('FDH40', 'OUT046', 'Frozen Foods', 79.9276);
INSERT INTO typeMrpSales VALUES('FDJ56', 'OUT027', 'Fruits and Vegetables', 98.77);
INSERT INTO typeMrpSales VALUES('DRN47', 'OUT018', 'Hard Drinks', 178.566);
INSERT INTO typeMrpSales VALUES('NCO17', 'OUT046', 'Health and Hygiene', 118.244);
INSERT INTO typeMrpSales VALUES('FDX60', 'OUT045', 'Baking Goods', 81.896);
INSERT INTO typeMrpSales VALUES('FDT22', 'OUT049', 'Snack Foods', 58.222);
INSERT INTO typeMrpSales VALUES('FDX26', 'OUT019', 'Dairy', 182.6292);
INSERT INTO typeMrpSales VALUES('FDG45', 'OUT013', 'Fruits and Vegetables', 211.4902);
INSERT INTO typeMrpSales VALUES('FDD44', 'OUT035', 'Fruits and Vegetables', 256.4646);
INSERT INTO typeMrpSales VALUES('FDS15', 'OUT017', 'Meat', 108.7596);
INSERT INTO typeMrpSales VALUES('FDL51', 'OUT018', 'Dairy', 212.5876);
INSERT INTO typeMrpSales VALUES('FDL32', 'OUT017', 'Fruits and Vegetables', 110.1544);
INSERT INTO typeMrpSales VALUES('FDZ07', 'OUT027', 'Fruits and Vegetables', 60.2194);
INSERT INTO typeMrpSales VALUES('NCW53', 'OUT019', 'Health and Hygiene', 193.8162);
INSERT INTO typeMrpSales VALUES('NCA54', 'OUT045', 'Household', 180.0318);
INSERT INTO typeMrpSales VALUES('FDX09', 'OUT035', 'Snack Foods', 176.437);
INSERT INTO typeMrpSales VALUES('FDO51', 'OUT013', 'Meat', 41.2112);
INSERT INTO typeMrpSales VALUES('FDW49', 'OUT018', 'Canned', 178.6002);
INSERT INTO typeMrpSales VALUES('FDB27', 'OUT046', 'Dairy', 195.2768);
INSERT INTO typeMrpSales VALUES('FDF45', 'OUT013', 'Fruits and Vegetables', 57.7904);
INSERT INTO typeMrpSales VALUES('FDV02', 'OUT013', 'Dairy', 169.8106);
INSERT INTO typeMrpSales VALUES('FDY28', 'OUT035', 'Frozen Foods', 214.3218);
INSERT INTO typeMrpSales VALUES('FDX31', 'OUT027', 'Fruits and Vegetables', 231.7958);
INSERT INTO typeMrpSales VALUES('FDR43', 'OUT027', 'Fruits and Vegetables', 38.019);
INSERT INTO typeMrpSales VALUES('FDP51', 'OUT018', 'Meat', 119.4124);
INSERT INTO typeMrpSales VALUES('FDL52', 'OUT017', 'Frozen Foods', 37.4506);
INSERT INTO typeMrpSales VALUES('FDR44', 'OUT046', 'Fruits and Vegetables', 130.4968);
INSERT INTO typeMrpSales VALUES('FDB34', 'OUT035', 'Snack Foods', 86.2198);
INSERT INTO typeMrpSales VALUES('FDC50', 'OUT035', 'Canned', 96.4094);
INSERT INTO typeMrpSales VALUES('FDT57', 'OUT010', 'Snack Foods', 235.1248);
INSERT INTO typeMrpSales VALUES('FDP22', 'OUT027', 'Snack Foods', 52.6666);
INSERT INTO typeMrpSales VALUES('DRE49', 'OUT046', 'Soft Drinks', 150.5024);
INSERT INTO typeMrpSales VALUES('FDM40', 'OUT046', 'Frozen Foods', 143.2154);
INSERT INTO typeMrpSales VALUES('FDY32', 'OUT045', 'Fruits and Vegetables', 164.021);
INSERT INTO typeMrpSales VALUES('FDW07', 'OUT046', 'Fruits and Vegetables', 88.5514);
INSERT INTO typeMrpSales VALUES('FDU02', 'OUT019', 'Dairy', 228.9352);
INSERT INTO typeMrpSales VALUES('NCF18', 'OUT045', 'Household', 191.3504);
INSERT INTO typeMrpSales VALUES('FDQ56', 'OUT049', 'Fruits and Vegetables', 84.8908);
INSERT INTO typeMrpSales VALUES('FDN58', 'OUT049', 'Snack Foods', 230.0984);
INSERT INTO typeMrpSales VALUES('FDG35', 'OUT046', 'Starchy Foods', 173.5738);
INSERT INTO typeMrpSales VALUES('FDY34', 'OUT018', 'Snack Foods', 166.4842);
INSERT INTO typeMrpSales VALUES('NCE19', 'OUT045', 'Household', 52.7956);
INSERT INTO typeMrpSales VALUES('NCK31', 'OUT027', 'Others', 50.9666);
INSERT INTO typeMrpSales VALUES('NCJ29', 'OUT045', 'Health and Hygiene', 86.1224);
INSERT INTO typeMrpSales VALUES('FDT59', 'OUT035', 'Breads', 231.1668);
INSERT INTO typeMrpSales VALUES('NCX41', 'OUT046', 'Health and Hygiene', 211.0244);
INSERT INTO typeMrpSales VALUES('FDU45', 'OUT027', 'Snack Foods', 115.3518);
INSERT INTO typeMrpSales VALUES('FDW24', 'OUT019', 'Baking Goods', 48.9034);
INSERT INTO typeMrpSales VALUES('FDF22', 'OUT049', 'Snack Foods', 212.8218);
INSERT INTO typeMrpSales VALUES('FDM60', 'OUT046', 'Baking Goods', 40.2138);
INSERT INTO typeMrpSales VALUES('FDR02', 'OUT013', 'Dairy', 110.2886);
INSERT INTO typeMrpSales VALUES('DRP35', 'OUT027', 'Hard Drinks', 126.2336);
INSERT INTO typeMrpSales VALUES('FDS48', 'OUT046', 'Baking Goods', 150.1708);
INSERT INTO typeMrpSales VALUES('NCZ42', 'OUT010', 'Household', 238.3248);
INSERT INTO typeMrpSales VALUES('FDZ38', 'OUT018', 'Dairy', 174.2422);
INSERT INTO typeMrpSales VALUES('FDH19', 'OUT046', 'Meat', 175.4738);
INSERT INTO typeMrpSales VALUES('NCB55', 'OUT046', 'Household', 59.4562);
INSERT INTO typeMrpSales VALUES('FDC15', 'OUT017', 'Dairy', 155.5288);
INSERT INTO typeMrpSales VALUES('FDF11', 'OUT035', 'Starchy Foods', 239.6538);
INSERT INTO typeMrpSales VALUES('FDW35', 'OUT019', 'Breads', 41.6454);
INSERT INTO typeMrpSales VALUES('FDB44', 'OUT045', 'Fruits and Vegetables', 211.0586);
INSERT INTO typeMrpSales VALUES('NCC06', 'OUT017', 'Household', 127.3336);
INSERT INTO typeMrpSales VALUES('FDR04', 'OUT010', 'Frozen Foods', 98.0068);
INSERT INTO typeMrpSales VALUES('FDB17', 'OUT045', 'Frozen Foods', 181.2976);
INSERT INTO typeMrpSales VALUES('FDW43', 'OUT049', 'Fruits and Vegetables', 226.8036);
INSERT INTO typeMrpSales VALUES('FDA27', 'OUT018', 'Dairy', 256.7672);
INSERT INTO typeMrpSales VALUES('NCU41', 'OUT049', 'Health and Hygiene', 190.1846);
INSERT INTO typeMrpSales VALUES('FDY56', 'OUT049', 'Fruits and Vegetables', 227.1062);
INSERT INTO typeMrpSales VALUES('FDV39', 'OUT018', 'Meat', 196.2426);
INSERT INTO typeMrpSales VALUES('FDN32', 'OUT018', 'Fruits and Vegetables', 182.6266);
INSERT INTO typeMrpSales VALUES('FDW07', 'OUT045', 'Fruits and Vegetables', 87.4514);
INSERT INTO typeMrpSales VALUES('FDZ27', 'OUT045', 'Dairy', 51.535);
INSERT INTO typeMrpSales VALUES('FDW23', 'OUT019', 'Baking Goods', 37.3164);
INSERT INTO typeMrpSales VALUES('FDU01', 'OUT046', 'Canned', 184.5924);
INSERT INTO typeMrpSales VALUES('FDF10', 'OUT049', 'Snack Foods', 149.1418);
INSERT INTO typeMrpSales VALUES('DRH03', 'OUT019', 'Dairy', 91.812);
INSERT INTO typeMrpSales VALUES('FDW27', 'OUT019', 'Meat', 155.7314);
INSERT INTO typeMrpSales VALUES('DRI13', 'OUT013', 'Soft Drinks', 218.0508);
INSERT INTO typeMrpSales VALUES('NCR05', 'OUT046', 'Health and Hygiene', 200.2084);
INSERT INTO typeMrpSales VALUES('FDB29', 'OUT045', 'Frozen Foods', 115.4176);
INSERT INTO typeMrpSales VALUES('FDL51', 'OUT049', 'Dairy', 213.4876);
INSERT INTO typeMrpSales VALUES('FDB11', 'OUT013', 'Starchy Foods', 223.8404);
INSERT INTO typeMrpSales VALUES('FDI35', 'OUT046', 'Starchy Foods', 180.7634);
INSERT INTO typeMrpSales VALUES('FDX08', 'OUT046', 'Fruits and Vegetables', 181.4318);
INSERT INTO typeMrpSales VALUES('FDP59', 'OUT045', 'Breads', 105.6648);
INSERT INTO typeMrpSales VALUES('NCJ18', 'OUT049', 'Household', 120.5124);
INSERT INTO typeMrpSales VALUES('FDJ41', 'OUT018', 'Frozen Foods', 261.6594);
INSERT INTO typeMrpSales VALUES('FDU08', 'OUT035', 'Fruits and Vegetables', 101.0042);
INSERT INTO typeMrpSales VALUES('FDS09', 'OUT019', 'Snack Foods', 49.6008);
INSERT INTO typeMrpSales VALUES('DRH15', 'OUT013', 'Dairy', 45.9428);
INSERT INTO typeMrpSales VALUES('NCV17', 'OUT017', 'Health and Hygiene', 129.2626);
INSERT INTO typeMrpSales VALUES('NCO54', 'OUT027', 'Household', 56.7614);
INSERT INTO typeMrpSales VALUES('FDE24', 'OUT035', 'Baking Goods', 141.0812);
INSERT INTO typeMrpSales VALUES('FDH53', 'OUT046', 'Frozen Foods', 84.3592);
INSERT INTO typeMrpSales VALUES('FDZ13', 'OUT018', 'Canned', 51.935);
INSERT INTO typeMrpSales VALUES('FDW28', 'OUT045', 'Frozen Foods', 196.7452);
INSERT INTO typeMrpSales VALUES('FDU46', 'OUT013', 'Snack Foods', 85.854);
INSERT INTO typeMrpSales VALUES('NCE43', 'OUT035', 'Household', 169.9448);
INSERT INTO typeMrpSales VALUES('FDS26', 'OUT027', 'Dairy', 260.5594);
INSERT INTO typeMrpSales VALUES('FDB14', 'OUT046', 'Canned', 93.212);
INSERT INTO typeMrpSales VALUES('DRB48', 'OUT027', 'Soft Drinks', 40.2822);
INSERT INTO typeMrpSales VALUES('NCC42', 'OUT013', 'Health and Hygiene', 140.3838);
INSERT INTO typeMrpSales VALUES('FDQ20', 'OUT013', 'Fruits and Vegetables', 38.7138);
INSERT INTO typeMrpSales VALUES('FDA13', 'OUT017', 'Canned', 38.6506);
INSERT INTO typeMrpSales VALUES('FDZ15', 'OUT046', 'Dairy', 117.3782);
INSERT INTO typeMrpSales VALUES('NCV42', 'OUT017', 'Household', 111.3228);
INSERT INTO typeMrpSales VALUES('DRI51', 'OUT018', 'Dairy', 173.1764);
INSERT INTO typeMrpSales VALUES('FDO28', 'OUT035', 'Frozen Foods', 119.9098);
INSERT INTO typeMrpSales VALUES('NCS54', 'OUT013', 'Household', 175.437);
INSERT INTO typeMrpSales VALUES('FDH16', 'OUT017', 'Frozen Foods', 88.783);
INSERT INTO typeMrpSales VALUES('FDG24', 'OUT045', 'Baking Goods', 85.125);
INSERT INTO typeMrpSales VALUES('FDR52', 'OUT018', 'Frozen Foods', 192.1846);
INSERT INTO typeMrpSales VALUES('NCH06', 'OUT045', 'Household', 247.846);
INSERT INTO typeMrpSales VALUES('FDA36', 'OUT045', 'Baking Goods', 184.8924);
INSERT INTO typeMrpSales VALUES('FDU56', 'OUT027', 'Fruits and Vegetables', 184.7266);
INSERT INTO typeMrpSales VALUES('FDT09', 'OUT049', 'Snack Foods', 132.5284);
INSERT INTO typeMrpSales VALUES('FDU25', 'OUT046', 'Canned', 56.4246);
INSERT INTO typeMrpSales VALUES('FDK41', 'OUT046', 'Frozen Foods', 84.9224);
INSERT INTO typeMrpSales VALUES('NCT54', 'OUT035', 'Household', 93.4094);
INSERT INTO typeMrpSales VALUES('FDV51', 'OUT010', 'Meat', 163.8842);
INSERT INTO typeMrpSales VALUES('FDM24', 'OUT045', 'Baking Goods', 151.3366);
INSERT INTO typeMrpSales VALUES('NCO30', 'OUT045', 'Household', 185.0608);
INSERT INTO typeMrpSales VALUES('FDQ45', 'OUT013', 'Snack Foods', 182.3608);
INSERT INTO typeMrpSales VALUES('DRK59', 'OUT035', 'Hard Drinks', 235.8616);
INSERT INTO typeMrpSales VALUES('FDW28', 'OUT046', 'Frozen Foods', 196.8452);
INSERT INTO typeMrpSales VALUES('FDC02', 'OUT010', 'Canned', 258.3278);
INSERT INTO typeMrpSales VALUES('FDR21', 'OUT035', 'Snack Foods', 174.837);
INSERT INTO typeMrpSales VALUES('FDN48', 'OUT027', 'Baking Goods', 90.0804);
INSERT INTO typeMrpSales VALUES('FDT44', 'OUT045', 'Fruits and Vegetables', 117.8466);
INSERT INTO typeMrpSales VALUES('FDX14', 'OUT019', 'Dairy', 74.0354);
INSERT INTO typeMrpSales VALUES('FDH57', 'OUT046', 'Fruits and Vegetables', 133.6284);
INSERT INTO typeMrpSales VALUES('FDH28', 'OUT019', 'Frozen Foods', 37.4506);
INSERT INTO typeMrpSales VALUES('NCT41', 'OUT019', 'Health and Hygiene', 151.3024);
INSERT INTO typeMrpSales VALUES('FDO11', 'OUT027', 'Breads', 248.8092);
INSERT INTO typeMrpSales VALUES('NCP42', 'OUT017', 'Household', 195.2478);
INSERT INTO typeMrpSales VALUES('FDN09', 'OUT010', 'Snack Foods', 243.9828);
INSERT INTO typeMrpSales VALUES('FDP32', 'OUT035', 'Fruits and Vegetables', 128.8678);
INSERT INTO typeMrpSales VALUES('FDV57', 'OUT049', 'Snack Foods', 177.966);
INSERT INTO typeMrpSales VALUES('FDW28', 'OUT013', 'Frozen Foods', 196.5452);
INSERT INTO typeMrpSales VALUES('FDR56', 'OUT027', 'Fruits and Vegetables', 196.8768);
INSERT INTO typeMrpSales VALUES('FDA40', 'OUT035', 'Frozen Foods', 87.4856);
INSERT INTO typeMrpSales VALUES('NCG42', 'OUT045', 'Household', 127.831);
INSERT INTO typeMrpSales VALUES('NCK54', 'OUT017', 'Household', 117.815);
INSERT INTO typeMrpSales VALUES('FDE16', 'OUT049', 'Frozen Foods', 208.9954);
INSERT INTO typeMrpSales VALUES('FDB15', 'OUT010', 'Dairy', 263.4568);
INSERT INTO typeMrpSales VALUES('FDC40', 'OUT017', 'Dairy', 76.1986);
INSERT INTO typeMrpSales VALUES('FDE53', 'OUT027', 'Frozen Foods', 106.928);
INSERT INTO typeMrpSales VALUES('FDK24', 'OUT018', 'Baking Goods', 43.6744);
INSERT INTO typeMrpSales VALUES('FDW31', 'OUT018', 'Fruits and Vegetables', 201.0742);
INSERT INTO typeMrpSales VALUES('NCX29', 'OUT017', 'Health and Hygiene', 144.0102);
INSERT INTO typeMrpSales VALUES('NCM07', 'OUT035', 'Others', 82.4908);
INSERT INTO typeMrpSales VALUES('DRN36', 'OUT019', 'Soft Drinks', 95.9752);
INSERT INTO typeMrpSales VALUES('FDQ37', 'OUT010', 'Breakfast', 192.8478);
INSERT INTO typeMrpSales VALUES('FDK43', 'OUT045', 'Meat', 128.402);
INSERT INTO typeMrpSales VALUES('FDK28', 'OUT018', 'Frozen Foods', 258.5646);
INSERT INTO typeMrpSales VALUES('FDR43', 'OUT045', 'Fruits and Vegetables', 37.819);
INSERT INTO typeMrpSales VALUES('FDL48', 'OUT013', 'Baking Goods', 49.2034);
INSERT INTO typeMrpSales VALUES('DRL23', 'OUT045', 'Hard Drinks', 106.6938);
INSERT INTO typeMrpSales VALUES('NCX42', 'OUT045', 'Household', 163.6526);
INSERT INTO typeMrpSales VALUES('DRD37', 'OUT018', 'Soft Drinks', 46.506);
INSERT INTO typeMrpSales VALUES('FDZ47', 'OUT027', 'Baking Goods', 99.9042);
INSERT INTO typeMrpSales VALUES('NCJ54', 'OUT027', 'Household', 231.7642);
INSERT INTO typeMrpSales VALUES('FDL52', 'OUT013', 'Frozen Foods', 39.7506);
INSERT INTO typeMrpSales VALUES('FDC15', 'OUT010', 'Dairy', 156.7288);
INSERT INTO typeMrpSales VALUES('NCD19', 'OUT010', 'Household', 56.0614);
INSERT INTO typeMrpSales VALUES('FDD08', 'OUT013', 'Fruits and Vegetables', 38.9506);
INSERT INTO typeMrpSales VALUES('NCN18', 'OUT045', 'Household', 112.7544);
INSERT INTO typeMrpSales VALUES('FDY56', 'OUT046', 'Fruits and Vegetables', 225.9062);
INSERT INTO typeMrpSales VALUES('NCI29', 'OUT018', 'Health and Hygiene', 140.5154);
INSERT INTO typeMrpSales VALUES('NCE06', 'OUT019', 'Household', 160.2894);
INSERT INTO typeMrpSales VALUES('FDC08', 'OUT017', 'Fruits and Vegetables', 227.772);
INSERT INTO typeMrpSales VALUES('FDU52', 'OUT045', 'Frozen Foods', 157.263);
INSERT INTO typeMrpSales VALUES('FDN16', 'OUT013', 'Frozen Foods', 104.899);
INSERT INTO typeMrpSales VALUES('NCM55', 'OUT010', 'Others', 184.7924);
INSERT INTO typeMrpSales VALUES('FDR49', 'OUT010', 'Canned', 49.5376);
INSERT INTO typeMrpSales VALUES('FDC15', 'OUT049', 'Dairy', 158.1288);
INSERT INTO typeMrpSales VALUES('FDB53', 'OUT017', 'Frozen Foods', 150.2392);
INSERT INTO typeMrpSales VALUES('FDK44', 'OUT046', 'Fruits and Vegetables', 173.3738);
INSERT INTO typeMrpSales VALUES('FDA16', 'OUT035', 'Frozen Foods', 221.9456);
INSERT INTO typeMrpSales VALUES('FDO19', 'OUT027', 'Fruits and Vegetables', 47.4034);
INSERT INTO typeMrpSales VALUES('FDO04', 'OUT046', 'Frozen Foods', 57.2614);
INSERT INTO typeMrpSales VALUES('NCL19', 'OUT035', 'Others', 145.047);
INSERT INTO typeMrpSales VALUES('FDA44', 'OUT010', 'Fruits and Vegetables', 54.593);
INSERT INTO typeMrpSales VALUES('FDR60', 'OUT017', 'Baking Goods', 78.6328);
INSERT INTO typeMrpSales VALUES('FDV37', 'OUT027', 'Canned', 195.8426);
INSERT INTO typeMrpSales VALUES('FDG53', 'OUT013', 'Frozen Foods', 138.718);
INSERT INTO typeMrpSales VALUES('DRG01', 'OUT035', 'Soft Drinks', 76.467);
INSERT INTO typeMrpSales VALUES('FDB38', 'OUT019', 'Canned', 160.692);
INSERT INTO typeMrpSales VALUES('FDI27', 'OUT049', 'Dairy', 43.8744);
INSERT INTO typeMrpSales VALUES('FDD29', 'OUT010', 'Frozen Foods', 252.0698);
INSERT INTO typeMrpSales VALUES('NCR41', 'OUT045', 'Health and Hygiene', 97.0094);
INSERT INTO typeMrpSales VALUES('FDW44', 'OUT049', 'Fruits and Vegetables', 171.3448);
INSERT INTO typeMrpSales VALUES('FDU21', 'OUT035', 'Snack Foods', 34.7558);
INSERT INTO typeMrpSales VALUES('FDI14', 'OUT046', 'Canned', 139.8496);
INSERT INTO typeMrpSales VALUES('FDW50', 'OUT019', 'Dairy', 168.4158);
INSERT INTO typeMrpSales VALUES('FDN39', 'OUT046', 'Meat', 168.3816);
INSERT INTO typeMrpSales VALUES('FDT31', 'OUT017', 'Fruits and Vegetables', 190.6872);
INSERT INTO typeMrpSales VALUES('FDJ14', 'OUT017', 'Canned', 78.696);
INSERT INTO typeMrpSales VALUES('NCQ43', 'OUT027', 'Others', 108.5912);
INSERT INTO typeMrpSales VALUES('FDZ22', 'OUT027', 'Snack Foods', 84.925);
INSERT INTO typeMrpSales VALUES('FDU38', 'OUT017', 'Dairy', 193.4504);
INSERT INTO typeMrpSales VALUES('FDS32', 'OUT045', 'Fruits and Vegetables', 139.9838);
INSERT INTO typeMrpSales VALUES('DRH13', 'OUT018', 'Soft Drinks', 106.328);
INSERT INTO typeMrpSales VALUES('DRF03', 'OUT010', 'Dairy', 40.2138);
INSERT INTO typeMrpSales VALUES('FDJ20', 'OUT049', 'Fruits and Vegetables', 123.4388);
INSERT INTO typeMrpSales VALUES('FDE22', 'OUT019', 'Snack Foods', 157.892);
INSERT INTO typeMrpSales VALUES('FDX22', 'OUT035', 'Snack Foods', 211.0928);
INSERT INTO typeMrpSales VALUES('DRM11', 'OUT013', 'Hard Drinks', 259.7278);
INSERT INTO typeMrpSales VALUES('FDL58', 'OUT045', 'Snack Foods', 264.9568);
INSERT INTO typeMrpSales VALUES('FDL25', 'OUT049', 'Breakfast', 93.1804);
INSERT INTO typeMrpSales VALUES('FDD40', 'OUT049', 'Dairy', 194.1162);
INSERT INTO typeMrpSales VALUES('FDT08', 'OUT045', 'Fruits and Vegetables', 149.005);
INSERT INTO typeMrpSales VALUES('FDO22', 'OUT017', 'Snack Foods', 81.596);
INSERT INTO typeMrpSales VALUES('NCM41', 'OUT018', 'Health and Hygiene', 92.612);
INSERT INTO typeMrpSales VALUES('FDJ21', 'OUT045', 'Snack Foods', 146.5102);
INSERT INTO typeMrpSales VALUES('FDC53', 'OUT018', 'Frozen Foods', 99.7384);
INSERT INTO typeMrpSales VALUES('DRK35', 'OUT019', 'Hard Drinks', 36.2506);
INSERT INTO typeMrpSales VALUES('FDQ09', 'OUT018', 'Snack Foods', 115.2834);
INSERT INTO typeMrpSales VALUES('DRB48', 'OUT046', 'Soft Drinks', 39.3822);
INSERT INTO typeMrpSales VALUES('DRE25', 'OUT035', 'Soft Drinks', 92.112);
INSERT INTO typeMrpSales VALUES('FDL08', 'OUT013', 'Fruits and Vegetables', 245.9144);
INSERT INTO typeMrpSales VALUES('NCV42', 'OUT049', 'Household', 110.2228);
INSERT INTO typeMrpSales VALUES('FDW03', 'OUT049', 'Meat', 105.3306);
INSERT INTO typeMrpSales VALUES('FDL25', 'OUT017', 'Breakfast', 91.8804);
INSERT INTO typeMrpSales VALUES('FDC17', 'OUT018', 'Frozen Foods', 212.0928);
INSERT INTO typeMrpSales VALUES('FDK44', 'OUT045', 'Fruits and Vegetables', 175.5738);
INSERT INTO typeMrpSales VALUES('FDE34', 'OUT046', 'Snack Foods', 182.7634);
INSERT INTO typeMrpSales VALUES('FDP10', 'OUT035', 'Snack Foods', 104.3622);
