INSERT INTO fatSales VALUES('FDA15', 'OUT049', 'Low Fat', 3735.138);
INSERT INTO fatSales VALUES('FDV51', 'OUT013', 'Low Fat', 994.7052);
INSERT INTO fatSales VALUES('FDZ35', 'OUT045', 'Regular', 1754.383);
INSERT INTO fatSales VALUES('NCW17', 'OUT027', 'Low Fat', 3340.9844);
INSERT INTO fatSales VALUES('FDV59', 'OUT045', 'Low Fat', 3918.8988);
INSERT INTO fatSales VALUES('DRH39', 'OUT013', 'Low Fat', 306.268);
INSERT INTO fatSales VALUES('FDN60', 'OUT027', 'Low Fat', 4278.4308);
INSERT INTO fatSales VALUES('FDU55', 'OUT045', 'Low Fat', 4425.5726);
INSERT INTO fatSales VALUES('FDN58', 'OUT027', 'Regular', 9267.936);
INSERT INTO fatSales VALUES('FDC41', 'OUT019', 'Low Fat', 229.701);
INSERT INTO fatSales VALUES('FDO01', 'OUT027', 'Regular', 2055.9904);
INSERT INTO fatSales VALUES('NCO43', 'OUT046', 'Low Fat', 3339.6528);
INSERT INTO fatSales VALUES('FDQ07', 'OUT045', 'Regular', 6410.3224);
INSERT INTO fatSales VALUES('FDF28', 'OUT017', 'Regular', 1992.0736);
INSERT INTO fatSales VALUES('FDM01', 'OUT017', 'Regular', 2870.9296);
INSERT INTO fatSales VALUES('FDY49', 'OUT027', 'Regular', 2807.0128);
INSERT INTO fatSales VALUES('FDR24', 'OUT013', 'Regular', 539.298);
INSERT INTO fatSales VALUES('NCY18', 'OUT013', 'Low Fat', 4377.635);
INSERT INTO fatSales VALUES('NCY30', 'OUT045', 'Low Fat', 2716.464);
INSERT INTO fatSales VALUES('FDJ22', 'OUT019', 'Low Fat', 383.5008);
INSERT INTO fatSales VALUES('DRI37', 'OUT049', 'Low Fat', 703.0848);
INSERT INTO fatSales VALUES('FDL27', 'OUT049', 'Low Fat', 1937.478);
INSERT INTO fatSales VALUES('NCO30', 'OUT049', 'Low Fat', 3307.6944);
INSERT INTO fatSales VALUES('NCB07', 'OUT049', 'Low Fat', 3142.576);
INSERT INTO fatSales VALUES('FDX25', 'OUT018', 'Low Fat', 2554.0088);
INSERT INTO fatSales VALUES('FDP59', 'OUT018', 'Regular', 1869.5664);
INSERT INTO fatSales VALUES('FDR59', 'OUT045', 'Regular', 5494.8474);
INSERT INTO fatSales VALUES('FDT27', 'OUT013', 'Regular', 6093.4016);
INSERT INTO fatSales VALUES('DRI01', 'OUT046', 'Low Fat', 2586.633);
INSERT INTO fatSales VALUES('FDU09', 'OUT049', 'Regular', 1255.6988);
INSERT INTO fatSales VALUES('FDH26', 'OUT046', 'Regular', 4093.3384);
INSERT INTO fatSales VALUES('FDH27', 'OUT046', 'Low Fat', 3163.8816);
INSERT INTO fatSales VALUES('FDN39', 'OUT027', 'Regular', 5033.448);
INSERT INTO fatSales VALUES('FDH40', 'OUT046', 'Regular', 1137.1864);
INSERT INTO fatSales VALUES('FDJ56', 'OUT027', 'Low Fat', 2696.49);
INSERT INTO fatSales VALUES('DRN47', 'OUT018', 'Low Fat', 898.83);
INSERT INTO fatSales VALUES('NCO17', 'OUT046', 'Low Fat', 2756.412);
INSERT INTO fatSales VALUES('FDX60', 'OUT045', 'Low Fat', 878.856);
INSERT INTO fatSales VALUES('FDT22', 'OUT049', 'Low Fat', 659.142);
INSERT INTO fatSales VALUES('FDX26', 'OUT019', 'Low Fat', 182.4292);
INSERT INTO fatSales VALUES('FDG45', 'OUT013', 'Low Fat', 3610.6334);
INSERT INTO fatSales VALUES('FDD44', 'OUT035', 'Regular', 5153.292);
INSERT INTO fatSales VALUES('FDS15', 'OUT017', 'Regular', 2588.6304);
INSERT INTO fatSales VALUES('FDL51', 'OUT018', 'Regular', 1286.3256);
INSERT INTO fatSales VALUES('FDL32', 'OUT017', 'Regular', 1230.3984);
INSERT INTO fatSales VALUES('FDZ07', 'OUT027', 'Regular', 1733.7432);
INSERT INTO fatSales VALUES('NCW53', 'OUT019', 'Low Fat', 384.8324);
INSERT INTO fatSales VALUES('NCA54', 'OUT045', 'Low Fat', 3969.4996);
INSERT INTO fatSales VALUES('FDX09', 'OUT035', 'Low Fat', 7763.228);
INSERT INTO fatSales VALUES('FDO51', 'OUT013', 'Regular', 809.6128);
INSERT INTO fatSales VALUES('FDW49', 'OUT018', 'Low Fat', 1253.7014);
INSERT INTO fatSales VALUES('FDB27', 'OUT046', 'Low Fat', 5715.2272);
INSERT INTO fatSales VALUES('FDF45', 'OUT013', 'Regular', 1464.76);
INSERT INTO fatSales VALUES('FDV02', 'OUT013', 'Low Fat', 3251.1014);
INSERT INTO fatSales VALUES('FDY28', 'OUT035', 'Regular', 4274.436);
INSERT INTO fatSales VALUES('FDX31', 'OUT027', 'Regular', 5375.0034);
INSERT INTO fatSales VALUES('FDR43', 'OUT027', 'Low Fat', 1318.284);
INSERT INTO fatSales VALUES('FDP51', 'OUT018', 'Regular', 2251.7356);
INSERT INTO fatSales VALUES('FDL52', 'OUT017', 'Regular', 1176.4686);
INSERT INTO fatSales VALUES('FDR44', 'OUT046', 'Regular', 3523.4136);
INSERT INTO fatSales VALUES('FDB34', 'OUT035', 'Low Fat', 610.5386);
INSERT INTO fatSales VALUES('FDC50', 'OUT035', 'Low Fat', 1237.7222);
INSERT INTO fatSales VALUES('FDT57', 'OUT010', 'Low Fat', 474.0496);
INSERT INTO fatSales VALUES('FDP22', 'OUT027', 'Regular', 717.7324);
INSERT INTO fatSales VALUES('DRE49', 'OUT046', 'Low Fat', 2580.6408);
INSERT INTO fatSales VALUES('FDM40', 'OUT046', 'Low Fat', 2552.6772);
INSERT INTO fatSales VALUES('FDY32', 'OUT045', 'Low Fat', 3914.904);
INSERT INTO fatSales VALUES('FDW07', 'OUT046', 'Regular', 796.9626);
INSERT INTO fatSales VALUES('FDU02', 'OUT019', 'Low Fat', 916.1408);
INSERT INTO fatSales VALUES('NCF18', 'OUT045', 'Low Fat', 3259.7568);
INSERT INTO fatSales VALUES('FDQ56', 'OUT049', 'Low Fat', 1677.816);
INSERT INTO fatSales VALUES('FDN58', 'OUT049', 'Regular', 3707.1744);
INSERT INTO fatSales VALUES('FDG35', 'OUT046', 'Regular', 2954.1546);
INSERT INTO fatSales VALUES('FDY34', 'OUT018', 'Regular', 2652.5472);
INSERT INTO fatSales VALUES('NCE19', 'OUT045', 'Low Fat', 1037.3164);
INSERT INTO fatSales VALUES('NCK31', 'OUT027', 'Low Fat', 717.7324);
INSERT INTO fatSales VALUES('NCJ29', 'OUT045', 'Low Fat', 426.112);
INSERT INTO fatSales VALUES('FDT59', 'OUT035', 'Low Fat', 6911.004);
INSERT INTO fatSales VALUES('NCX41', 'OUT046', 'Low Fat', 3811.0392);
INSERT INTO fatSales VALUES('FDU45', 'OUT027', 'Regular', 2277.036);
INSERT INTO fatSales VALUES('FDW24', 'OUT019', 'Low Fat', 48.6034);
INSERT INTO fatSales VALUES('FDF22', 'OUT049', 'Low Fat', 5770.4886);
INSERT INTO fatSales VALUES('FDM60', 'OUT046', 'Regular', 690.4346);
INSERT INTO fatSales VALUES('FDR02', 'OUT013', 'Low Fat', 1890.2062);
INSERT INTO fatSales VALUES('DRP35', 'OUT027', 'Low Fat', 3195.84);
INSERT INTO fatSales VALUES('FDS48', 'OUT046', 'Low Fat', 1504.708);
INSERT INTO fatSales VALUES('NCZ42', 'OUT010', 'Low Fat', 711.0744);
INSERT INTO fatSales VALUES('FDZ38', 'OUT018', 'Low Fat', 4311.055);
INSERT INTO fatSales VALUES('FDH19', 'OUT046', 'Low Fat', 521.3214);
INSERT INTO fatSales VALUES('NCB55', 'OUT046', 'Low Fat', 829.5868);
INSERT INTO fatSales VALUES('FDC15', 'OUT017', 'Low Fat', 1571.288);
INSERT INTO fatSales VALUES('FDF11', 'OUT035', 'Regular', 2403.538);
INSERT INTO fatSales VALUES('FDW35', 'OUT019', 'Low Fat', 83.8908);
INSERT INTO fatSales VALUES('FDB44', 'OUT045', 'Low Fat', 844.2344);
INSERT INTO fatSales VALUES('NCC06', 'OUT017', 'Low Fat', 2940.1728);
INSERT INTO fatSales VALUES('FDR04', 'OUT010', 'Low Fat', 291.6204);
INSERT INTO fatSales VALUES('FDB17', 'OUT045', 'Low Fat', 3259.7568);
INSERT INTO fatSales VALUES('FDW43', 'OUT049', 'Regular', 3415.554);
INSERT INTO fatSales VALUES('FDA27', 'OUT018', 'Regular', 5624.6784);
INSERT INTO fatSales VALUES('NCU41', 'OUT049', 'Low Fat', 6687.961);
INSERT INTO fatSales VALUES('FDY56', 'OUT049', 'Regular', 5642.655);
INSERT INTO fatSales VALUES('FDV39', 'OUT018', 'Low Fat', 4943.565);
INSERT INTO fatSales VALUES('FDN32', 'OUT018', 'Low Fat', 3135.2522);
INSERT INTO fatSales VALUES('FDW07', 'OUT045', 'Regular', 796.9626);
INSERT INTO fatSales VALUES('FDZ27', 'OUT045', 'Low Fat', 848.895);
INSERT INTO fatSales VALUES('FDW23', 'OUT019', 'Low Fat', 38.6164);
INSERT INTO fatSales VALUES('FDU01', 'OUT046', 'Regular', 4997.4948);
INSERT INTO fatSales VALUES('FDF10', 'OUT049', 'Regular', 588.5672);
INSERT INTO fatSales VALUES('DRH03', 'OUT019', 'Low Fat', 372.848);
INSERT INTO fatSales VALUES('FDW27', 'OUT019', 'Regular', 155.1314);
INSERT INTO fatSales VALUES('DRI13', 'OUT013', 'Low Fat', 3038.7112);
INSERT INTO fatSales VALUES('NCR05', 'OUT046', 'Low Fat', 1587.2672);
INSERT INTO fatSales VALUES('FDB29', 'OUT045', 'Regular', 687.1056);
INSERT INTO fatSales VALUES('FDL51', 'OUT049', 'Regular', 1929.4884);
INSERT INTO fatSales VALUES('FDB11', 'OUT013', 'Low Fat', 3600.6464);
INSERT INTO fatSales VALUES('FDI35', 'OUT046', 'Low Fat', 2181.1608);
INSERT INTO fatSales VALUES('FDX08', 'OUT046', 'Low Fat', 3428.2042);
INSERT INTO fatSales VALUES('FDP59', 'OUT045', 'Regular', 623.1888);
INSERT INTO fatSales VALUES('NCJ18', 'OUT049', 'Low Fat', 2133.2232);
INSERT INTO fatSales VALUES('FDJ41', 'OUT018', 'Low Fat', 3401.5722);
INSERT INTO fatSales VALUES('FDU08', 'OUT035', 'Low Fat', 1289.6546);
INSERT INTO fatSales VALUES('FDS09', 'OUT019', 'Regular', 50.6008);
INSERT INTO fatSales VALUES('DRH15', 'OUT013', 'Low Fat', 790.9704);
INSERT INTO fatSales VALUES('NCV17', 'OUT017', 'Low Fat', 3147.9024);
INSERT INTO fatSales VALUES('NCO54', 'OUT027', 'Low Fat', 2486.763);
INSERT INTO fatSales VALUES('FDE24', 'OUT035', 'Low Fat', 1139.8496);
INSERT INTO fatSales VALUES('FDH53', 'OUT046', 'Regular', 1816.3024);
INSERT INTO fatSales VALUES('FDZ13', 'OUT018', 'Regular', 199.74);
INSERT INTO fatSales VALUES('FDW28', 'OUT045', 'Low Fat', 978.726);
INSERT INTO fatSales VALUES('FDU46', 'OUT013', 'Regular', 2683.174);
INSERT INTO fatSales VALUES('NCE43', 'OUT035', 'Low Fat', 2897.5616);
INSERT INTO fatSales VALUES('FDS26', 'OUT027', 'Low Fat', 9158.079);
INSERT INTO fatSales VALUES('FDB14', 'OUT046', 'Regular', 1957.452);
INSERT INTO fatSales VALUES('DRB48', 'OUT027', 'Regular', 1296.3126);
INSERT INTO fatSales VALUES('NCC42', 'OUT013', 'Low Fat', 2528.7084);
INSERT INTO fatSales VALUES('FDQ20', 'OUT013', 'Low Fat', 284.2966);
INSERT INTO fatSales VALUES('FDA13', 'OUT017', 'Low Fat', 759.012);
INSERT INTO fatSales VALUES('FDZ15', 'OUT046', 'Low Fat', 1787.673);
INSERT INTO fatSales VALUES('NCV42', 'OUT017', 'Low Fat', 2431.5016);
INSERT INTO fatSales VALUES('DRI51', 'OUT018', 'Low Fat', 4466.1864);
INSERT INTO fatSales VALUES('FDO28', 'OUT035', 'Low Fat', 2048.6666);
INSERT INTO fatSales VALUES('NCS54', 'OUT013', 'Low Fat', 1940.807);
INSERT INTO fatSales VALUES('FDH16', 'OUT017', 'Low Fat', 2067.309);
INSERT INTO fatSales VALUES('FDG24', 'OUT045', 'Low Fat', 2663.2);
INSERT INTO fatSales VALUES('FDR52', 'OUT018', 'Regular', 1146.5076);
INSERT INTO fatSales VALUES('NCH06', 'OUT045', 'Low Fat', 3448.844);
INSERT INTO fatSales VALUES('FDA36', 'OUT045', 'Low Fat', 1665.8316);
INSERT INTO fatSales VALUES('FDU56', 'OUT027', 'Low Fat', 8114.7704);
INSERT INTO fatSales VALUES('FDT09', 'OUT049', 'Regular', 1713.7692);
INSERT INTO fatSales VALUES('FDU25', 'OUT046', 'Low Fat', 810.9444);
INSERT INTO fatSales VALUES('FDK41', 'OUT046', 'Low Fat', 1193.1136);
INSERT INTO fatSales VALUES('NCT54', 'OUT035', 'Low Fat', 856.8846);
INSERT INTO fatSales VALUES('FDV51', 'OUT010', 'Low Fat', 165.7842);
INSERT INTO fatSales VALUES('FDM24', 'OUT045', 'Regular', 1057.9562);
INSERT INTO fatSales VALUES('NCO30', 'OUT045', 'Low Fat', 2205.1296);
INSERT INTO fatSales VALUES('FDQ45', 'OUT013', 'Regular', 2940.1728);
INSERT INTO fatSales VALUES('DRK59', 'OUT035', 'Low Fat', 3046.7008);
INSERT INTO fatSales VALUES('FDW28', 'OUT046', 'Low Fat', 3327.6684);
INSERT INTO fatSales VALUES('FDC02', 'OUT010', 'Low Fat', 520.6556);
INSERT INTO fatSales VALUES('FDR21', 'OUT035', 'Low Fat', 2999.429);
INSERT INTO fatSales VALUES('FDN48', 'OUT027', 'Low Fat', 2113.2492);
INSERT INTO fatSales VALUES('FDT44', 'OUT045', 'Low Fat', 942.7728);
INSERT INTO fatSales VALUES('FDX14', 'OUT019', 'Low Fat', 75.2354);
INSERT INTO fatSales VALUES('FDH57', 'OUT046', 'Low Fat', 1581.9408);
INSERT INTO fatSales VALUES('FDH28', 'OUT019', 'Regular', 37.9506);
INSERT INTO fatSales VALUES('NCT41', 'OUT019', 'Low Fat', 151.8024);
INSERT INTO fatSales VALUES('FDO11', 'OUT027', 'Regular', 3486.1288);
INSERT INTO fatSales VALUES('NCP42', 'OUT017', 'Low Fat', 4262.4516);
INSERT INTO fatSales VALUES('FDN09', 'OUT010', 'Low Fat', 731.0484);
INSERT INTO fatSales VALUES('FDP32', 'OUT035', 'Low Fat', 1398.8458);
INSERT INTO fatSales VALUES('FDV57', 'OUT049', 'Regular', 2336.958);
INSERT INTO fatSales VALUES('FDW28', 'OUT013', 'Low Fat', 2348.9424);
INSERT INTO fatSales VALUES('FDR56', 'OUT027', 'Regular', 7094.7648);
INSERT INTO fatSales VALUES('FDA40', 'OUT035', 'Regular', 1054.6272);
INSERT INTO fatSales VALUES('NCG42', 'OUT045', 'Low Fat', 1298.31);
INSERT INTO fatSales VALUES('NCK54', 'OUT017', 'Low Fat', 2330.3);
INSERT INTO fatSales VALUES('FDE16', 'OUT049', 'Low Fat', 4584.6988);
INSERT INTO fatSales VALUES('FDB15', 'OUT010', 'Low Fat', 527.3136);
INSERT INTO fatSales VALUES('FDC40', 'OUT017', 'Regular', 1869.5664);
INSERT INTO fatSales VALUES('FDE53', 'OUT027', 'Low Fat', 2876.256);
INSERT INTO fatSales VALUES('FDK24', 'OUT018', 'Low Fat', 407.4696);
INSERT INTO fatSales VALUES('FDW31', 'OUT018', 'Regular', 2189.8162);
INSERT INTO fatSales VALUES('NCX29', 'OUT017', 'Low Fat', 1603.9122);
INSERT INTO fatSales VALUES('NCM07', 'OUT035', 'Low Fat', 2013.3792);
INSERT INTO fatSales VALUES('DRN36', 'OUT019', 'Low Fat', 95.8752);
INSERT INTO fatSales VALUES('FDQ37', 'OUT010', 'Low Fat', 774.9912);
INSERT INTO fatSales VALUES('FDK43', 'OUT045', 'Low Fat', 2403.538);
INSERT INTO fatSales VALUES('FDK28', 'OUT018', 'Low Fat', 4380.2982);
INSERT INTO fatSales VALUES('FDR43', 'OUT045', 'Low Fat', 219.714);
INSERT INTO fatSales VALUES('FDL48', 'OUT013', 'Regular', 729.051);
INSERT INTO fatSales VALUES('DRL23', 'OUT045', 'Low Fat', 1393.5194);
INSERT INTO fatSales VALUES('NCX42', 'OUT045', 'Low Fat', 5262.4832);
INSERT INTO fatSales VALUES('DRD37', 'OUT018', 'Low Fat', 372.848);
INSERT INTO fatSales VALUES('FDZ47', 'OUT027', 'Regular', 3273.7386);
INSERT INTO fatSales VALUES('NCJ54', 'OUT027', 'Low Fat', 5344.3766);
INSERT INTO fatSales VALUES('FDL52', 'OUT013', 'Regular', 303.6048);
INSERT INTO fatSales VALUES('FDC15', 'OUT010', 'Low Fat', 314.2576);
INSERT INTO fatSales VALUES('NCD19', 'OUT010', 'Low Fat', 276.307);
INSERT INTO fatSales VALUES('FDD08', 'OUT013', 'Low Fat', 721.0614);
INSERT INTO fatSales VALUES('NCN18', 'OUT045', 'Low Fat', 3467.4864);
INSERT INTO fatSales VALUES('FDY56', 'OUT046', 'Regular', 5416.9488);
INSERT INTO fatSales VALUES('NCI29', 'OUT018', 'Low Fat', 283.6308);
INSERT INTO fatSales VALUES('NCE06', 'OUT019', 'Low Fat', 323.5788);
INSERT INTO fatSales VALUES('FDC08', 'OUT017', 'Regular', 5206.556);
INSERT INTO fatSales VALUES('FDU52', 'OUT045', 'Low Fat', 2503.408);
INSERT INTO fatSales VALUES('FDN16', 'OUT013', 'Regular', 1960.781);
INSERT INTO fatSales VALUES('NCM55', 'OUT010', 'Low Fat', 370.1848);
INSERT INTO fatSales VALUES('FDR49', 'OUT010', 'Low Fat', 95.8752);
INSERT INTO fatSales VALUES('FDC15', 'OUT049', 'Low Fat', 3299.7048);
INSERT INTO fatSales VALUES('FDB53', 'OUT017', 'Low Fat', 2684.5056);
INSERT INTO fatSales VALUES('FDK44', 'OUT046', 'Low Fat', 2085.2856);
INSERT INTO fatSales VALUES('FDA16', 'OUT035', 'Low Fat', 2210.456);
INSERT INTO fatSales VALUES('FDO19', 'OUT027', 'Regular', 2187.153);
INSERT INTO fatSales VALUES('FDO04', 'OUT046', 'Low Fat', 1049.9666);
INSERT INTO fatSales VALUES('NCL19', 'OUT035', 'Low Fat', 2719.793);
INSERT INTO fatSales VALUES('FDA44', 'OUT010', 'Low Fat', 56.593);
INSERT INTO fatSales VALUES('FDR60', 'OUT017', 'Low Fat', 231.6984);
INSERT INTO fatSales VALUES('FDV37', 'OUT027', 'Regular', 5734.5354);
INSERT INTO fatSales VALUES('FDG53', 'OUT013', 'Low Fat', 1398.18);
INSERT INTO fatSales VALUES('DRG01', 'OUT035', 'Low Fat', 1531.34);
INSERT INTO fatSales VALUES('FDB38', 'OUT019', 'Regular', 319.584);
INSERT INTO fatSales VALUES('FDI27', 'OUT049', 'Regular', 633.8416);
INSERT INTO fatSales VALUES('FDD29', 'OUT010', 'Low Fat', 1014.6792);
INSERT INTO fatSales VALUES('NCR41', 'OUT045', 'Low Fat', 2094.6068);
INSERT INTO fatSales VALUES('FDW44', 'OUT049', 'Regular', 2386.2272);
INSERT INTO fatSales VALUES('FDU21', 'OUT035', 'Regular', 780.9834);
INSERT INTO fatSales VALUES('FDI14', 'OUT046', 'Low Fat', 1693.7952);
INSERT INTO fatSales VALUES('FDW50', 'OUT019', 'Low Fat', 334.2316);
INSERT INTO fatSales VALUES('FDN39', 'OUT046', 'Regular', 1342.2528);
INSERT INTO fatSales VALUES('FDT31', 'OUT017', 'Low Fat', 4916.2672);
INSERT INTO fatSales VALUES('FDJ14', 'OUT017', 'Regular', 1757.712);
INSERT INTO fatSales VALUES('NCQ43', 'OUT027', 'Low Fat', 1637.868);
INSERT INTO fatSales VALUES('FDZ22', 'OUT027', 'Low Fat', 1747.725);
INSERT INTO fatSales VALUES('FDU38', 'OUT017', 'Low Fat', 2876.256);
INSERT INTO fatSales VALUES('FDS32', 'OUT045', 'Regular', 1966.7732);
INSERT INTO fatSales VALUES('DRH13', 'OUT018', 'Low Fat', 958.752);
INSERT INTO fatSales VALUES('DRF03', 'OUT010', 'Low Fat', 81.2276);
INSERT INTO fatSales VALUES('FDJ20', 'OUT049', 'Regular', 1238.388);
INSERT INTO fatSales VALUES('FDE22', 'OUT019', 'Low Fat', 319.584);
INSERT INTO fatSales VALUES('FDX22', 'OUT035', 'Regular', 4418.2488);
INSERT INTO fatSales VALUES('DRM11', 'OUT013', 'Low Fat', 2863.6058);
INSERT INTO fatSales VALUES('FDL58', 'OUT045', 'Regular', 1845.5976);
INSERT INTO fatSales VALUES('FDL25', 'OUT049', 'Regular', 1561.9668);
INSERT INTO fatSales VALUES('FDD40', 'OUT049', 'Regular', 3848.324);
INSERT INTO fatSales VALUES('FDT08', 'OUT045', 'Low Fat', 2097.27);
INSERT INTO fatSales VALUES('FDO22', 'OUT017', 'Regular', 639.168);
INSERT INTO fatSales VALUES('NCM41', 'OUT018', 'Low Fat', 559.272);
INSERT INTO fatSales VALUES('FDJ21', 'OUT045', 'Regular', 2770.3938);
INSERT INTO fatSales VALUES('FDC53', 'OUT018', 'Low Fat', 295.6152);
INSERT INTO fatSales VALUES('DRK35', 'OUT019', 'Low Fat', 37.9506);
INSERT INTO fatSales VALUES('FDQ09', 'OUT018', 'Low Fat', 1267.0174);
INSERT INTO fatSales VALUES('DRB48', 'OUT046', 'Regular', 353.5398);
INSERT INTO fatSales VALUES('DRE25', 'OUT035', 'Low Fat', 1118.544);
INSERT INTO fatSales VALUES('FDL08', 'OUT013', 'Low Fat', 4655.2736);
INSERT INTO fatSales VALUES('NCV42', 'OUT049', 'Low Fat', 1547.3192);
INSERT INTO fatSales VALUES('FDW03', 'OUT049', 'Regular', 1045.306);
INSERT INTO fatSales VALUES('FDL25', 'OUT017', 'Regular', 275.6412);
INSERT INTO fatSales VALUES('FDC17', 'OUT018', 'Low Fat', 2735.1064);
INSERT INTO fatSales VALUES('FDK44', 'OUT045', 'Low Fat', 347.5476);
INSERT INTO fatSales VALUES('FDE34', 'OUT046', 'Low Fat', 3817.0314);
INSERT INTO fatSales VALUES('FDP10', 'OUT035', 'Low Fat', 1905.5196);
INSERT INTO fatSales VALUES('FDZ22', 'OUT045', 'Low Fat', 665.8);
INSERT INTO fatSales VALUES('NCK19', 'OUT013', 'Low Fat', 2324.9736);
INSERT INTO fatSales VALUES('FDO44', 'OUT027', 'Low Fat', 3205.1612);
INSERT INTO fatSales VALUES('NCU41', 'OUT046', 'Low Fat', 2101.9306);
INSERT INTO fatSales VALUES('NCF31', 'OUT045', 'Low Fat', 1821.6288);
INSERT INTO fatSales VALUES('FDG14', 'OUT017', 'Regular', 3643.2576);
INSERT INTO fatSales VALUES('NCH30', 'OUT035', 'Low Fat', 2942.836);
INSERT INTO fatSales VALUES('FDR36', 'OUT013', 'Regular', 587.2356);
INSERT INTO fatSales VALUES('NCJ30', 'OUT046', 'Low Fat', 2886.243);
INSERT INTO fatSales VALUES('FDR08', 'OUT045', 'Low Fat', 2223.772);
INSERT INTO fatSales VALUES('FDU04', 'OUT018', 'Low Fat', 487.3656);
INSERT INTO fatSales VALUES('NCQ50', 'OUT017', 'Low Fat', 5770.4886);
INSERT INTO fatSales VALUES('FDL46', 'OUT027', 'Low Fat', 1414.1592);
INSERT INTO fatSales VALUES('DRK37', 'OUT046', 'Low Fat', 5502.837);
INSERT INTO fatSales VALUES('FDK48', 'OUT046', 'Low Fat', 2181.8266);
INSERT INTO fatSales VALUES('FDV58', 'OUT046', 'Low Fat', 1565.9616);
INSERT INTO fatSales VALUES('FDN27', 'OUT018', 'Low Fat', 1054.6272);
INSERT INTO fatSales VALUES('FDZ52', 'OUT049', 'Low Fat', 1667.829);
INSERT INTO fatSales VALUES('NCF42', 'OUT046', 'Low Fat', 2812.3392);
INSERT INTO fatSales VALUES('FDQ48', 'OUT035', 'Regular', 489.363);
INSERT INTO fatSales VALUES('FDW49', 'OUT045', 'Low Fat', 2865.6032);
INSERT INTO fatSales VALUES('FDR58', 'OUT035', 'Low Fat', 1665.8316);
INSERT INTO fatSales VALUES('NCE07', 'OUT017', 'Low Fat', 2694.4926);
INSERT INTO fatSales VALUES('FDK14', 'OUT046', 'Low Fat', 1555.9746);
INSERT INTO fatSales VALUES('FDC11', 'OUT027', 'Low Fat', 3836.3396);
INSERT INTO fatSales VALUES('FDL22', 'OUT045', 'Low Fat', 543.2928);
INSERT INTO fatSales VALUES('NCQ41', 'OUT013', 'Low Fat', 1950.794);
INSERT INTO fatSales VALUES('FDX46', 'OUT013', 'Regular', 177.7686);
INSERT INTO fatSales VALUES('FDC35', 'OUT045', 'Low Fat', 1035.319);
INSERT INTO fatSales VALUES('FDH45', 'OUT035', 'Regular', 949.4308);
INSERT INTO fatSales VALUES('FDX33', 'OUT017', 'Regular', 1283.6624);
INSERT INTO fatSales VALUES('DRJ35', 'OUT013', 'Low Fat', 484.7024);
INSERT INTO fatSales VALUES('FDC40', 'OUT013', 'Regular', 934.7832);
INSERT INTO fatSales VALUES('FDO19', 'OUT045', 'Regular', 534.6374);
INSERT INTO fatSales VALUES('FDP13', 'OUT049', 'Regular', 878.856);
INSERT INTO fatSales VALUES('FDP24', 'OUT049', 'Low Fat', 1332.9316);
INSERT INTO fatSales VALUES('NCQ42', 'OUT018', 'Low Fat', 3560.6984);
INSERT INTO fatSales VALUES('FDY59', 'OUT018', 'Low Fat', 647.8234);
INSERT INTO fatSales VALUES('FDU14', 'OUT045', 'Low Fat', 4993.5);
INSERT INTO fatSales VALUES('FDB21', 'OUT035', 'Low Fat', 1691.7978);
INSERT INTO fatSales VALUES('FDT32', 'OUT018', 'Regular', 1695.7926);
INSERT INTO fatSales VALUES('FDK20', 'OUT049', 'Regular', 4042.7376);
INSERT INTO fatSales VALUES('FDX09', 'OUT027', 'Low Fat', 4763.799);
INSERT INTO fatSales VALUES('FDM01', 'OUT035', 'Regular', 1640.5312);
INSERT INTO fatSales VALUES('DRI37', 'OUT027', 'Low Fat', 1288.9888);
INSERT INTO fatSales VALUES('FDL20', 'OUT045', 'Low Fat', 2334.9606);
INSERT INTO fatSales VALUES('FDU13', 'OUT018', 'Low Fat', 2207.127);
INSERT INTO fatSales VALUES('FDE05', 'OUT019', 'Regular', 437.4306);
INSERT INTO fatSales VALUES('FDE58', 'OUT013', 'Low Fat', 2370.248);
INSERT INTO fatSales VALUES('FDT32', 'OUT027', 'Regular', 5087.3778);
INSERT INTO fatSales VALUES('FDZ01', 'OUT010', 'Regular', 103.199);
INSERT INTO fatSales VALUES('FDM08', 'OUT046', 'Regular', 4697.8848);
INSERT INTO fatSales VALUES('FDS58', 'OUT013', 'Regular', 2406.867);
INSERT INTO fatSales VALUES('FDZ26', 'OUT046', 'Regular', 5736.5328);
INSERT INTO fatSales VALUES('FDC46', 'OUT027', 'Low Fat', 7192.6374);
INSERT INTO fatSales VALUES('FDY51', 'OUT018', 'Low Fat', 6611.394);
INSERT INTO fatSales VALUES('FDL34', 'OUT017', 'Low Fat', 3246.4408);
INSERT INTO fatSales VALUES('DRG39', 'OUT018', 'Low Fat', 1262.3568);
INSERT INTO fatSales VALUES('NCG43', 'OUT018', 'Low Fat', 1758.3778);
INSERT INTO fatSales VALUES('FDT01', 'OUT045', 'Regular', 4672.5844);
INSERT INTO fatSales VALUES('NCR38', 'OUT017', 'Low Fat', 3775.086);
INSERT INTO fatSales VALUES('DRF01', 'OUT049', 'Low Fat', 2478.7734);
INSERT INTO fatSales VALUES('FDF53', 'OUT035', 'Regular', 3067.3406);
INSERT INTO fatSales VALUES('FDS45', 'OUT013', 'Regular', 3281.7282);
